,日付,曜日,週,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残,終値差分,UP,終値前日比,始値終値差分,週日数
1,2023-11-16,3,45,191.0,193.0,190.0,190.0,6200.0,190.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,1,0.010416666666666666,1.0,5
2,2023-11-15,2,45,189.0,194.0,189.0,192.0,21200.0,192.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,-0.005235602094240838,-3.0,5
3,2023-11-14,1,45,191.0,193.0,189.0,191.0,35300.0,191.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,1,0.010362694300518135,0.0,5
4,2023-11-13,0,45,195.0,195.0,190.0,193.0,31200.0,193.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1,0.005154639175257732,2.0,5
6,2023-11-09,3,44,194.0,197.0,192.0,197.0,25200.0,197.0,0.0,0.0,0.0,0.0,0.0,0,0,-2.0,0,-0.010256410256410256,-3.0,5
7,2023-11-08,2,44,191.0,196.0,188.0,195.0,100600.0,195.0,0.0,0.0,0.0,0.0,0.0,0,0,-5.0,0,-0.02631578947368421,-4.0,5
8,2023-11-07,1,44,191.0,192.0,188.0,190.0,61500.0,190.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1,0.005235602094240838,1.0,5
9,2023-11-06,0,44,186.0,191.0,185.0,191.0,40000.0,191.0,0.0,0.0,0.0,0.0,0.0,0,0,-6.0,0,-0.032432432432432434,-5.0,5
15,2023-10-26,3,42,191.0,192.0,185.0,187.0,125500.0,187.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,1,0.020942408376963352,4.0,5
16,2023-10-25,2,42,197.0,197.0,190.0,191.0,111800.0,191.0,0.0,0.0,0.0,0.0,0.0,0,0,6.0,1,0.030456852791878174,6.0,5
17,2023-10-24,1,42,197.0,197.0,188.0,197.0,137700.0,197.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,-0.00510204081632653,0.0,5
18,2023-10-23,0,42,203.0,203.0,195.0,196.0,118900.0,196.0,0.0,0.0,0.0,0.0,0.0,0,0,7.0,1,0.034482758620689655,7.0,5
