,日付,曜日,週,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残,終値差分,UP,終値前日比,始値終値差分,週日数
1,2023-11-16,3,45,2104.5,2109.5,2077.5,2086.5,1018700.0,2086.5,0.0,0.0,0.0,0.0,0.0,5800.0,15800.0,16.5,1,0.007845934379457917,18.0,5
2,2023-11-15,2,45,2100.0,2107.5,2084.0,2103.0,1119400.0,2103.0,0.0,0.0,0.0,0.0,0.0,10200.0,15100.0,-24.5,0,-0.011787346644214578,-3.0,5
3,2023-11-14,1,45,2078.5,2091.5,2072.0,2078.5,805600.0,2078.5,0.0,0.0,0.0,0.0,0.0,2000.0,15200.0,-7.5,0,-0.0036214389183969096,0.0,5
4,2023-11-13,0,45,2079.0,2085.0,2065.5,2071.0,814400.0,2071.0,0.0,0.0,0.0,0.0,0.0,4200.0,16500.0,7.5,1,0.0036083714216983403,8.0,5
6,2023-11-09,3,44,2070.0,2080.5,2057.0,2077.5,912600.0,2077.5,0.0,0.0,0.0,0.0,0.0,2000.0,15400.0,-3.0,0,-0.0014461315979754157,-7.5,5
7,2023-11-08,2,44,2074.5,2086.5,2062.5,2074.5,1396300.0,2074.5,0.0,0.0,0.0,0.0,0.0,9400.0,14900.0,-12.0,0,-0.005818181818181818,0.0,5
8,2023-11-07,1,44,2059.5,2085.5,2049.0,2062.5,1049500.0,2062.5,0.0,0.0,0.0,0.0,0.0,2000.0,14900.0,15.0,1,0.007220216606498195,-3.0,5
9,2023-11-06,0,44,2083.5,2092.5,2066.5,2077.5,1428700.0,2077.5,0.0,0.0,0.0,0.0,0.0,10600.0,14600.0,-35.0,0,-0.017135862913096694,6.0,5
15,2023-10-26,3,42,2008.5,2011.0,1976.0,1991.0,933000.0,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,23700.0,23.5,1,0.011665425663936461,17.5,5
16,2023-10-25,2,42,2024.0,2036.0,2007.0,2014.5,922800.0,2014.5,0.0,0.0,0.0,0.0,0.0,0.0,17600.0,-2.5,0,-0.001242544731610338,9.5,5
17,2023-10-24,1,42,2020.0,2021.0,1972.5,2012.0,1051800.0,2012.0,0.0,0.0,0.0,0.0,0.0,0.0,20600.0,-1.5,0,-0.0007460830639144492,8.0,5
18,2023-10-23,0,42,2007.5,2024.5,2004.0,2010.5,739000.0,2010.5,0.0,0.0,0.0,0.0,0.0,8100.0,18100.0,9.0,1,0.004456548650656103,-3.0,5
20,2023-10-19,3,41,2019.0,2036.0,2010.0,2021.0,692700.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,17600.0,22.0,1,0.010768477728830151,-2.0,5
21,2023-10-18,2,41,2052.0,2059.5,2028.0,2043.0,605300.0,2043.0,0.0,0.0,0.0,0.0,0.0,0.0,17700.0,3.0,1,0.001466275659824047,9.0,5
22,2023-10-17,1,41,2064.5,2074.0,2035.5,2046.0,685200.0,2046.0,0.0,0.0,0.0,0.0,0.0,0.0,18700.0,-0.5,0,-0.0002444390124663896,18.5,5
23,2023-10-16,0,41,2073.5,2073.5,2038.5,2045.5,854300.0,2045.5,0.0,0.0,0.0,0.0,0.0,0.0,18800.0,41.5,1,0.019885002395783422,28.0,5
29,2023-10-05,3,39,2050.0,2086.0,2040.5,2083.0,1024200.0,2083.0,0.0,0.0,0.0,0.0,0.0,0.0,22300.0,-45.0,0,-0.022080471050049066,-33.0,5
30,2023-10-04,2,39,2061.5,2069.0,2038.0,2038.0,1092500.0,2038.0,0.0,0.0,0.0,0.0,0.0,0.0,22700.0,53.0,1,0.025346724055475847,23.5,5
31,2023-10-03,1,39,2126.0,2131.5,2089.0,2091.0,1122200.0,2091.0,0.0,0.0,0.0,0.0,0.0,0.0,18400.0,57.0,1,0.02653631284916201,35.0,5
32,2023-10-02,0,39,2164.5,2187.5,2144.5,2148.0,1000600.0,2148.0,0.0,0.0,0.0,0.0,0.0,13200.0,18200.0,5.0,1,0.0023223409196470044,16.5,5
34,2023-09-28,3,38,2168.0,2184.5,2161.5,2175.5,1196200.0,2175.5,0.0,0.0,0.0,0.0,0.0,29500.0,31000.0,36.5,1,0.016500904159132006,-7.5,5
35,2023-09-27,2,38,2200.0,2212.0,2177.5,2212.0,1473600.0,2212.0,0.0,0.0,0.0,0.0,0.0,28000.0,20900.0,5.5,1,0.002480270574971815,-12.0,5
36,2023-09-26,1,38,2221.0,2234.5,2211.0,2217.5,1229100.0,2217.5,0.0,0.0,0.0,0.0,0.0,28200.0,22600.0,11.5,1,0.00515926424405563,3.5,5
37,2023-09-25,0,38,2218.0,2238.0,2213.5,2229.0,1013600.0,2229.0,0.0,0.0,0.0,0.0,0.0,28900.0,23300.0,-22.0,0,-0.009968282736746714,-11.0,5
43,2023-09-14,3,36,2235.0,2254.0,2232.0,2249.0,933100.0,2249.0,0.0,0.0,0.0,0.0,1.0,31800.0,17300.0,-17.5,0,-0.007842258570468295,-14.0,5
44,2023-09-13,2,36,2236.0,2245.0,2227.0,2231.5,1078800.0,2231.5,0.0,0.0,0.0,0.0,0.0,28700.0,32900.0,16.5,1,0.007339857651245551,4.5,5
45,2023-09-12,1,36,2231.0,2250.0,2230.5,2248.0,881500.0,2248.0,0.0,0.0,0.0,0.0,1.0,29800.0,15800.0,-6.5,0,-0.0028998438545616775,-17.0,5
46,2023-09-11,0,36,2263.0,2266.5,2232.5,2241.5,1188600.0,2241.5,0.0,0.0,0.0,0.0,0.0,28800.0,35600.0,-23.5,0,-0.010595130748422003,21.5,5
48,2023-09-07,3,35,2227.0,2250.0,2222.5,2236.5,1134100.0,2236.5,0.0,0.0,0.0,0.0,1.0,36100.0,13300.0,-9.5,0,-0.004265828468792097,-9.5,5
49,2023-09-06,2,35,2218.5,2229.5,2215.0,2227.0,1091700.0,2227.0,0.0,0.0,0.0,0.0,3.0,38800.0,14400.0,-2.5,0,-0.0011238480557428637,-8.5,5
50,2023-09-05,1,35,2233.5,2241.5,2209.5,2224.5,1093100.0,2224.5,0.0,0.0,0.0,0.0,1.0,34200.0,15200.0,18.0,1,0.008026755852842809,9.0,5
51,2023-09-04,0,35,2227.0,2249.0,2217.0,2242.5,1125000.0,2242.5,0.0,0.0,0.0,0.0,1.0,39000.0,27300.0,-0.5,0,-0.00022301516503122213,-15.5,5
53,2023-08-31,3,34,2243.5,2272.0,2231.0,2236.0,3824500.0,2236.0,0.0,0.0,0.0,0.0,0.0,29600.0,25800.0,7.0,1,0.003120820329915292,7.5,5
54,2023-08-30,2,34,2239.0,2252.5,2230.5,2243.0,833700.0,2243.0,0.0,0.0,0.0,0.15,3.0,46200.0,26800.0,-3.5,0,-0.0015628488501897744,-4.0,5
55,2023-08-29,1,34,2241.0,2250.0,2231.5,2239.5,568900.0,2239.5,0.0,0.0,0.0,0.05,1.0,45800.0,24900.0,0.5,1,0.0002232142857142857,1.5,5
56,2023-08-28,0,34,2220.0,2241.0,2212.0,2240.0,563400.0,2240.0,0.0,0.0,0.0,0.05,1.0,45300.0,25800.0,-35.0,0,-0.015873015873015872,-20.0,5
58,2023-08-24,3,33,2200.0,2221.0,2183.5,2211.0,621400.0,2211.0,0.0,0.0,0.0,0.0,1.0,37100.0,34900.0,-4.0,0,-0.0018124150430448573,-11.0,5
59,2023-08-23,2,33,2180.0,2207.0,2177.0,2207.0,574800.0,2207.0,0.0,0.0,0.0,0.15,3.0,42000.0,27600.0,2.5,1,0.0011314777098891152,-27.0,5
60,2023-08-22,1,33,2209.0,2219.0,2188.5,2209.5,1219800.0,2209.5,0.0,0.0,0.0,0.05,1.0,45300.0,29500.0,-22.5,0,-0.0102880658436214,-0.5,5
61,2023-08-21,0,33,2184.0,2210.0,2178.5,2187.0,771400.0,2187.0,0.0,0.0,0.0,0.05,1.0,40900.0,22500.0,-9.0,0,-0.004132231404958678,-3.0,5
63,2023-08-17,3,32,2185.0,2189.5,2154.5,2179.0,1074000.0,2179.0,0.0,0.0,0.0,0.05,1.0,44900.0,24600.0,33.0,1,0.014918625678119348,6.0,5
64,2023-08-16,2,32,2229.5,2233.5,2210.0,2212.0,829600.0,2212.0,0.0,0.0,0.0,0.15,3.0,47000.0,16700.0,23.0,1,0.01029082774049217,17.5,5
65,2023-08-15,1,32,2242.5,2244.5,2225.5,2235.0,479600.0,2235.0,0.0,0.0,0.0,0.0,1.0,46000.0,15800.0,-5.5,0,-0.002466920834267773,7.5,5
66,2023-08-14,0,32,2264.5,2270.0,2224.0,2229.5,774000.0,2229.5,0.0,0.0,0.0,0.0,1.0,46600.0,17100.0,29.0,1,0.012840380783706,35.0,5
72,2023-08-03,3,30,2170.0,2170.0,2132.5,2160.5,1050100.0,2160.5,0.0,0.0,0.0,0.0,1.0,37700.0,16900.0,24.5,1,0.011212814645308924,9.5,5
73,2023-08-02,2,30,2175.0,2195.0,2166.5,2185.0,1122400.0,2185.0,0.0,0.0,0.0,0.0,0.0,47200.0,102000.0,-8.0,0,-0.0036747818098300414,-10.0,5
74,2023-08-01,1,30,2168.0,2177.0,2146.5,2177.0,1069700.0,2177.0,0.0,0.0,0.0,0.0,1.0,92000.0,34700.0,-18.0,0,-0.008337193144974525,-9.0,5
75,2023-07-31,0,30,2088.0,2171.5,2086.0,2159.0,2271500.0,2159.0,0.0,0.0,0.0,0.0,1.0,90500.0,38300.0,-121.0,0,-0.05937193326790972,-71.0,5
77,2023-07-27,3,29,2067.0,2068.5,2053.5,2065.0,662900.0,2065.0,0.0,0.0,0.0,0.0,0.0,21400.0,31900.0,5.5,1,0.0026563631972953395,2.0,5
78,2023-07-26,2,29,2069.0,2075.5,2055.0,2070.5,622800.0,2070.5,0.0,0.0,0.0,0.0,0.0,21800.0,32200.0,-10.0,0,-0.0048531909730647905,-1.5,5
79,2023-07-25,1,29,2050.0,2066.0,2047.0,2060.5,801900.0,2060.5,0.0,0.0,0.0,0.0,0.0,22300.0,30500.0,-18.0,0,-0.008812729498164015,-10.5,5
