,日付,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残,始値,高値,安値,終値,売買高,修正後終値,信用売残,信用買残,信用倍率,逆日歩,日歩日数,貸株残,融資残,_merge
14,2023-09-25,2785.0,2789.0,2740.5,2761.5,21522300.0,2761.5,0.0,0.0,0.0,0.0,0.0,533700.0,482100.0,2785.0,2789.0,2740.5,2761.5,21522300.0,2761.5,0.0,0.0,0.0,0,0.0,533700.0,482100.0,both
15,2023-09-22,2749.5,2811.0,2735.0,2788.5,28714900.0,2788.5,3282000.0,10773300.0,3.28,0.0,0.0,524800.0,507900.0,2749.5,2811.0,2735.0,2788.5,28714900.0,2788.5,3282000.0,10773300.0,3.28,0,0.0,524800.0,507900.0,both
16,2023-09-21,2799.0,2835.0,2775.0,2785.5,25747000.0,2785.5,0.0,0.0,0.0,0.0,0.0,527600.0,455200.0,2799.0,2835.0,2775.0,2785.5,25747000.0,2785.5,0.0,0.0,0.0,0,0.0,527600.0,455200.0,both
17,2023-09-20,2900.0,2911.5,2797.0,2799.0,42976800.0,2799.0,0.0,0.0,0.0,0.0,0.0,525200.0,891400.0,2900.0,2911.5,2797.0,2799.0,42976800.0,2799.0,0.0,0.0,0.0,0,0.0,525200.0,891400.0,both
18,2023-09-19,2806.5,2885.5,2798.0,2880.0,40156000.0,2880.0,0.0,0.0,0.0,0.0,0.0,816300.0,689500.0,2806.5,2885.5,2798.0,2880.0,40156000.0,2880.0,0.0,0.0,0.0,0.00,0.0,816300.0,689500.0,both
19,2023-09-15,2788.0,2842.0,2780.5,2821.5,49241800.0,2821.5,4022500.0,7851200.0,1.95,0.0,0.0,749700.0,656300.0,2788.0,2842.0,2780.5,2821.5,49241800.0,2821.5,4022500.0,7851200.0,1.95,0.00,0.0,749700.0,656300.0,both
20,2023-09-14,2715.5,2757.0,2694.0,2748.0,31358600.0,2748.0,0.0,0.0,0.0,0.0,1.0,701200.0,438000.0,2715.5,2757.0,2694.0,2748.0,31358600.0,2748.0,0.0,0.0,0.0,0,0.0,0.0,0.0,both
21,2023-09-13,2657.0,2715.0,2651.0,2707.5,29244700.0,2707.5,0.0,0.0,0.0,0.0,4.0,672600.0,432800.0,2657.0,2715.0,2651.0,2707.5,29244700.0,2707.5,0.0,0.0,0.0,0,0.0,0.0,0.0,both
22,2023-09-12,2624.0,2660.0,2619.0,2657.0,21560000.0,2657.0,0.0,0.0,0.0,0.0,0.0,616200.0,522400.0,2624.0,2660.0,2619.0,2657.0,21560000.0,2657.0,0.0,0.0,0.0,0,0.0,0.0,0.0,both
23,2023-09-11,2610.5,2618.0,2586.0,2595.0,16439600.0,2595.0,0.0,0.0,0.0,0.0,0.0,570000.0,576900.0,2610.5,2618.0,2586.0,2595.0,16439600.0,2595.0,0.0,0.0,0.0,0,0.0,0.0,0.0,both
24,2023-09-08,2611.0,2645.5,2598.0,2603.0,30458600.0,2603.0,3762300.0,8373100.0,2.23,0.0,0.0,573700.0,563200.0,0.0,0.0,0.0,0.0,0.0,0.0,3762300.0,8373100.0,2.23,0,0.0,0.0,0.0,both
25,2023-09-07,2657.0,2671.5,2633.0,2637.0,26184700.0,2637.0,0.0,0.0,0.0,0.0,0.0,558700.0,482500.0,,,,,,,,,,,,,,left_only
26,2023-09-06,2607.0,2664.0,2605.5,2651.0,31630100.0,2651.0,0.0,0.0,0.0,0.0,3.0,895200.0,371500.0,,,,,,,,,,,,,,left_only
27,2023-09-05,2600.0,2609.5,2564.0,2589.0,28061100.0,2589.0,0.0,0.0,0.0,0.0,1.0,604100.0,406200.0,,,,,,,,,,,,,,left_only
28,2023-09-04,2540.0,2599.5,2539.0,2597.5,33250800.0,2597.5,0.0,0.0,0.0,0.0,1.0,910500.0,452500.0,,,,,,,,,,,,,,left_only
29,2023-09-01,2485.0,2525.0,2483.0,2519.5,23445600.0,2519.5,3913200.0,7977300.0,2.04,0.0,1.0,721800.0,331700.0,0.0,0.0,0.0,0.0,0.0,0.0,3913200.0,7977300.0,2.04,0,0.0,0.0,0.0,both
30,2023-08-31,2465.0,2524.0,2463.0,2515.0,39487900.0,2515.0,0.0,0.0,0.0,0.0,1.0,729500.0,357700.0,,,,,,,,,,,,,,left_only
31,2023-08-30,2449.5,2463.5,2440.0,2456.5,19036300.0,2456.5,0.0,0.0,0.0,0.0,0.0,669000.0,498700.0,,,,,,,,,,,,,,left_only
32,2023-08-29,2446.5,2451.0,2416.5,2431.5,17541400.0,2431.5,0.0,0.0,0.0,0.0,0.0,696300.0,528800.0,,,,,,,,,,,,,,left_only
33,2023-08-28,2421.5,2447.0,2420.0,2436.5,18256100.0,2436.5,0.0,0.0,0.0,0.0,0.0,668900.0,489100.0,,,,,,,,,,,,,,left_only
34,2023-08-25,2380.0,2402.0,2377.0,2395.0,15384300.0,2395.0,3311100.0,10245100.0,3.09,0.0,0.0,660400.0,458000.0,0.0,0.0,0.0,0.0,0.0,0.0,3311100.0,10245100.0,3.09,0,0.0,0.0,0.0,both
35,2023-08-24,2411.5,2412.5,2394.0,2400.0,16406900.0,2400.0,0.0,0.0,0.0,0.0,0.0,632300.0,449500.0,,,,,,,,,,,,,,left_only
36,2023-08-23,2393.0,2411.0,2389.5,2410.5,15164600.0,2410.5,0.0,0.0,0.0,0.0,0.0,642500.0,500000.0,,,,,,,,,,,,,,left_only
37,2023-08-22,2386.0,2420.0,2383.0,2416.5,18256500.0,2416.5,0.0,0.0,0.0,0.0,0.0,644400.0,462700.0,,,,,,,,,,,,,,left_only
38,2023-08-21,2349.5,2376.0,2348.0,2356.5,14606100.0,2356.5,0.0,0.0,0.0,0.0,0.0,633100.0,416100.0,,,,,,,,,,,,,,left_only
39,2023-08-18,2348.5,2368.0,2334.5,2349.0,20054000.0,2349.0,3280100.0,10773800.0,3.28,0.0,0.0,689900.0,466700.0,0.0,0.0,0.0,0.0,0.0,0.0,3280100.0,10773800.0,3.28,0,0.0,0.0,0.0,both
40,2023-08-17,2360.5,2379.0,2332.5,2377.0,18693200.0,2377.0,0.0,0.0,0.0,0.0,0.0,636700.0,411500.0,,,,,,,,,,,,,,left_only
41,2023-08-16,2400.0,2412.5,2368.0,2370.5,22466200.0,2370.5,0.0,0.0,0.0,0.0,0.0,638300.0,417600.0,,,,,,,,,,,,,,left_only
42,2023-08-15,2433.0,2438.0,2414.5,2419.0,12578800.0,2419.0,0.0,0.0,0.0,0.0,0.0,633300.0,419200.0,,,,,,,,,,,,,,left_only
43,2023-08-14,2439.5,2459.5,2403.0,2408.0,17152200.0,2408.0,0.0,0.0,0.0,0.0,0.0,644300.0,428100.0,,,,,,,,,,,,,,left_only
44,2023-08-10,2406.5,2432.5,2395.0,2429.0,19458600.0,2429.0,3632500.0,10337800.0,2.85,0.0,0.0,654200.0,426500.0,0.0,0.0,0.0,0.0,0.0,0.0,3632500.0,10337800.0,2.85,0,0.0,0.0,0.0,both
45,2023-08-09,2423.0,2427.0,2384.0,2395.5,19106300.0,2395.5,0.0,0.0,0.0,0.0,0.0,654900.0,418900.0,,,,,,,,,,,,,,left_only
46,2023-08-08,2463.5,2476.0,2420.5,2423.5,22190700.0,2423.5,0.0,0.0,0.0,0.0,0.0,661400.0,411300.0,,,,,,,,,,,,,,left_only
47,2023-08-07,2431.5,2457.0,2424.0,2444.0,19853700.0,2444.0,0.0,0.0,0.0,0.0,0.0,634100.0,775600.0,,,,,,,,,,,,,,left_only
48,2023-08-04,2407.0,2456.5,2401.5,2437.5,30038200.0,2437.5,3980000.0,10631200.0,2.67,0.0,0.0,633600.0,397200.0,0.0,0.0,0.0,0.0,0.0,0.0,3980000.0,10631200.0,2.67,0,0.0,0.0,0.0,both
49,2023-08-03,2476.0,2477.0,2401.0,2407.5,44187800.0,2407.5,0.0,0.0,0.0,0.0,3.0,699400.0,295800.0,,,,,,,,,,,,,,left_only
50,2023-08-02,2438.5,2549.0,2418.5,2502.5,78801100.0,2502.5,0.0,0.0,0.0,0.0,3.0,699400.0,295800.0,,,,,,,,,,,,,,left_only
51,2023-08-01,2398.0,2464.0,2387.0,2445.5,68906000.0,2445.5,0.0,0.0,0.0,0.0,0.0,648100.0,1007500.0,,,,,,,,,,,,,,left_only
52,2023-07-31,2350.0,2386.0,2348.5,2386.0,44133500.0,2386.0,0.0,0.0,0.0,0.0,1.0,715400.0,535800.0,,,,,,,,,,,,,,left_only
53,2023-07-28,2288.5,2327.0,2263.5,2310.0,37405600.0,2310.0,3689900.0,9537400.0,2.58,0.0,0.0,688800.0,502700.0,0.0,0.0,0.0,0.0,0.0,0.0,3689900.0,9537400.0,2.58,0,0.0,0.0,0.0,both
54,2023-07-27,2315.0,2329.0,2303.5,2320.5,18487400.0,2320.5,0.0,0.0,0.0,0.0,0.0,686600.0,510300.0,,,,,,,,,,,,,,left_only
55,2023-07-26,2318.0,2326.0,2305.5,2322.0,19436200.0,2322.0,0.0,0.0,0.0,0.0,0.0,648900.0,473400.0,,,,,,,,,,,,,,left_only
56,2023-07-25,2316.5,2344.5,2311.5,2344.5,23265300.0,2344.5,0.0,0.0,0.0,0.0,1.0,718100.0,371700.0,,,,,,,,,,,,,,left_only
57,2023-07-24,2317.0,2333.0,2307.5,2324.0,23557600.0,2324.0,0.0,0.0,0.0,0.0,0.0,640500.0,447700.0,,,,,,,,,,,,,,left_only
58,2023-07-21,2289.0,2301.0,2277.0,2287.5,20284200.0,2287.5,3598400.0,10411500.0,2.89,0.0,0.0,640100.0,429400.0,0.0,0.0,0.0,0.0,0.0,0.0,3598400.0,10411500.0,2.89,0,0.0,0.0,0.0,both
59,2023-07-20,2291.5,2311.0,2275.0,2287.0,21073000.0,2287.0,0.0,0.0,0.0,0.0,0.0,605300.0,390200.0,,,,,,,,,,,,,,left_only
60,2023-07-19,2266.5,2291.0,2265.0,2291.0,22597800.0,2291.0,0.0,0.0,0.0,0.0,0.0,625600.0,392600.0,,,,,,,,,,,,,,left_only
61,2023-07-18,2214.0,2247.5,2212.0,2240.0,18107200.0,2240.0,0.0,0.0,0.0,0.0,0.0,585400.0,352700.0,,,,,,,,,,,,,,left_only
62,2023-07-14,2219.5,2231.0,2197.0,2218.0,21578800.0,2218.0,3335000.0,11690100.0,3.51,0.0,0.0,537200.0,305500.0,0.0,0.0,0.0,0.0,0.0,0.0,3335000.0,11690100.0,3.51,0,0.0,0.0,0.0,both
63,2023-07-13,2192.5,2224.0,2180.0,2211.5,19826600.0,2211.5,0.0,0.0,0.0,0.0,0.0,526400.0,457800.0,,,,,,,,,,,,,,left_only
64,2023-07-12,2210.0,2231.0,2189.0,2198.0,20500400.0,2198.0,0.0,0.0,0.0,0.0,0.0,530300.0,786000.0,,,,,,,,,,,,,,left_only
65,2023-07-11,2256.0,2258.5,2204.0,2211.0,29078400.0,2211.0,0.0,0.0,0.0,0.0,0.0,668500.0,720900.0,,,,,,,,,,,,,,left_only
66,2023-07-10,2270.0,2290.0,2255.0,2260.0,28824200.0,2260.0,0.0,0.0,0.0,0.0,0.0,660600.0,530100.0,,,,,,,,,,,,,,left_only
67,2023-07-07,2323.5,2324.0,2292.0,2299.5,26236300.0,2299.5,4114200.0,11069100.0,2.69,0.0,0.0,677700.0,484200.0,0.0,0.0,0.0,0.0,0.0,0.0,4114200.0,11069100.0,2.69,0,0.0,0.0,0.0,both
68,2023-07-06,2350.0,2358.0,2317.0,2327.0,28608700.0,2327.0,0.0,0.0,0.0,0.0,0.0,711100.0,520500.0,,,,,,,,,,,,,,left_only
69,2023-07-05,2336.0,2341.5,2322.5,2341.0,20643100.0,2341.0,0.0,0.0,0.0,0.0,0.0,704900.0,517200.0,,,,,,,,,,,,,,left_only
70,2023-07-04,2332.5,2344.5,2324.5,2338.0,26554700.0,2338.0,0.0,0.0,0.0,0.0,0.0,688500.0,489900.0,,,,,,,,,,,,,,left_only
71,2023-07-03,2308.0,2329.5,2303.5,2325.5,25421400.0,2325.5,0.0,0.0,0.0,0.0,0.0,593700.0,353000.0,,,,,,,,,,,,,,left_only
72,2023-06-30,2320.0,2323.5,2285.5,2308.5,37428700.0,2308.5,4191800.0,12019200.0,2.87,0.0,0.0,639900.0,384700.0,0.0,0.0,0.0,0.0,0.0,0.0,4191800.0,12019200.0,2.87,0,0.0,0.0,0.0,both
73,2023-06-29,2302.0,2311.0,2278.5,2295.5,27070800.0,2295.5,0.0,0.0,0.0,0.0,0.0,593100.0,429500.0,,,,,,,,,,,,,,left_only
74,2023-06-28,2276.0,2300.0,2271.5,2300.0,35651600.0,2300.0,0.0,0.0,0.0,0.0,0.0,587100.0,352900.0,,,,,,,,,,,,,,left_only
75,2023-06-27,2248.0,2257.5,2221.0,2237.0,26165400.0,2237.0,0.0,0.0,0.0,0.0,0.0,603500.0,341300.0,,,,,,,,,,,,,,left_only
76,2023-06-26,2204.0,2227.0,2191.0,2221.0,22817900.0,2221.0,0.0,0.0,0.0,0.0,0.0,548100.0,438500.0,,,,,,,,,,,,,,left_only
77,2023-06-23,2252.0,2255.0,2171.5,2199.5,30642900.0,2199.5,3620700.0,14089000.0,3.89,0.0,0.0,565600.0,428300.0,0.0,0.0,0.0,0.0,0.0,0.0,3620700.0,14089000.0,3.89,0,0.0,0.0,0.0,both
78,2023-06-22,2246.0,2258.0,2231.5,2240.5,29584300.0,2240.5,0.0,0.0,0.0,0.0,0.0,566100.0,677800.0,,,,,,,,,,,,,,left_only
79,2023-06-21,2222.0,2228.5,2205.5,2218.5,38394900.0,2218.5,0.0,0.0,0.0,0.0,0.0,565000.0,643400.0,,,,,,,,,,,,,,left_only
80,2023-06-20,2250.0,2263.0,2222.0,2244.0,36130900.0,2244.0,0.0,0.0,0.0,0.0,0.0,639300.0,912400.0,,,,,,,,,,,,,,left_only
81,2023-06-19,2320.5,2323.0,2240.0,2253.0,41460800.0,2253.0,0.0,0.0,0.0,0.0,0.0,675200.0,801400.0,,,,,,,,,,,,,,left_only
82,2023-06-16,2350.0,2350.0,2275.0,2316.0,59050900.0,2316.0,4703900.0,12360500.0,2.63,0.0,0.0,672100.0,527000.0,0.0,0.0,0.0,0.0,0.0,0.0,4703900.0,12360500.0,2.63,0,0.0,0.0,0.0,both
83,2023-06-15,2346.0,2358.0,2303.5,2320.5,57885900.0,2320.5,0.0,0.0,0.0,0.0,0.0,690000.0,492900.0,,,,,,,,,,,,,,left_only
84,2023-06-14,2260.0,2350.0,2235.0,2310.0,99612100.0,2310.0,0.0,0.0,0.0,0.0,0.0,613900.0,420900.0,,,,,,,,,,,,,,left_only
85,2023-06-13,2100.0,2183.0,2099.5,2173.5,70125200.0,2173.5,0.0,0.0,0.0,0.0,0.0,518300.0,479700.0,,,,,,,,,,,,,,left_only
86,2023-06-12,2065.5,2073.5,2054.5,2069.0,19714600.0,2069.0,0.0,0.0,0.0,0.0,0.0,509100.0,453300.0,,,,,,,,,,,,,,left_only
87,2023-06-09,2055.0,2057.5,2030.0,2051.5,37276500.0,2051.5,3073800.0,9574000.0,3.11,0.0,0.0,389600.0,285200.0,0.0,0.0,0.0,0.0,0.0,0.0,3073800.0,9574000.0,3.11,0,0.0,0.0,0.0,both
88,2023-06-08,2038.5,2052.0,2017.5,2024.0,28562300.0,2024.0,0.0,0.0,0.0,0.0,0.0,348700.0,247400.0,,,,,,,,,,,,,,left_only
89,2023-06-07,2058.0,2078.5,2021.0,2022.0,41062900.0,2022.0,0.0,0.0,0.0,0.0,0.0,382600.0,239700.0,,,,,,,,,,,,,,left_only
90,2023-06-06,2025.0,2050.0,2011.5,2050.0,22611500.0,2050.0,0.0,0.0,0.0,0.0,0.0,544600.0,424000.0,,,,,,,,,,,,,,left_only
91,2023-06-05,2050.0,2058.5,2021.0,2028.5,33729200.0,2028.5,0.0,0.0,0.0,0.0,0.0,515100.0,366900.0,,,,,,,,,,,,,,left_only
92,2023-06-02,1960.5,2010.0,1959.0,2009.5,46785900.0,2009.5,2848800.0,10461200.0,3.67,0.0,0.0,213000.0,105300.0,0.0,0.0,0.0,0.0,0.0,0.0,2848800.0,10461200.0,3.67,0,0.0,0.0,0.0,both
93,2023-06-01,1946.0,1973.0,1935.5,1943.0,36193300.0,1943.0,0.0,0.0,0.0,0.0,0.0,190800.0,111100.0,,,,,,,,,,,,,,left_only
94,2023-05-31,1929.5,1934.5,1892.5,1908.5,53396000.0,1908.5,0.0,0.0,0.0,0.0,0.0,109600.0,408600.0,,,,,,,,,,,,,,left_only
95,2023-05-30,1921.0,1944.0,1910.5,1940.0,18882600.0,1940.0,0.0,0.0,0.0,0.0,0.0,162300.0,129800.0,,,,,,,,,,,,,,left_only
96,2023-05-29,1959.0,1960.0,1922.0,1928.5,28467700.0,1928.5,0.0,0.0,0.0,0.0,0.0,181000.0,309500.0,,,,,,,,,,,,,,left_only
97,2023-05-26,1940.5,1956.0,1931.0,1937.0,20230300.0,1937.0,2057900.0,13105100.0,6.37,0.0,0.0,204300.0,181500.0,0.0,0.0,0.0,0.0,0.0,0.0,2057900.0,13105100.0,6.37,0,0.0,0.0,0.0,both
98,2023-05-25,1953.5,1960.0,1937.0,1938.5,26877800.0,1938.5,0.0,0.0,0.0,0.0,0.0,193100.0,322500.0,,,,,,,,,,,,,,left_only
99,2023-05-24,1949.5,1959.5,1924.0,1956.5,35899300.0,1956.5,0.0,0.0,0.0,0.0,0.0,164400.0,208800.0,,,,,,,,,,,,,,left_only
100,2023-05-23,1970.0,1979.0,1857.0,1857.0,39793700.0,1857.0,0.0,0.0,0.0,0.0,0.0,186300.0,471400.0,,,,,,,,,,,,,,left_only
101,2023-05-22,1945.0,1950.0,1934.5,1950.0,25566800.0,1950.0,0.0,0.0,0.0,0.0,0.0,197500.0,321800.0,,,,,,,,,,,,,,left_only
102,2023-05-19,1963.5,1973.5,1950.5,1959.5,23600700.0,1959.5,2145800.0,12183600.0,5.68,0.0,0.0,200300.0,208000.0,0.0,0.0,0.0,0.0,0.0,0.0,2145800.0,12183600.0,5.68,0,0.0,0.0,0.0,both
103,2023-05-18,1945.0,1958.0,1942.0,1955.5,28317600.0,1955.5,0.0,0.0,0.0,0.0,0.0,219200.0,230700.0,,,,,,,,,,,,,,left_only
104,2023-05-17,1925.0,1935.5,1921.0,1928.0,16295600.0,1928.0,0.0,0.0,0.0,0.0,0.0,164300.0,264300.0,,,,,,,,,,,,,,left_only
105,2023-05-16,1933.0,1939.5,1919.0,1923.5,18728200.0,1923.5,0.0,0.0,0.0,0.0,0.0,163100.0,261600.0,,,,,,,,,,,,,,left_only
106,2023-05-15,1939.5,1942.0,1926.0,1933.0,16791400.0,1933.0,0.0,0.0,0.0,0.0,0.0,174000.0,266800.0,,,,,,,,,,,,,,left_only
107,2023-05-12,1945.5,1949.0,1913.5,1942.0,28097200.0,1942.0,2044500.0,14076300.0,6.88,0.0,0.0,159600.0,254800.0,0.0,0.0,0.0,0.0,0.0,0.0,2044500.0,14076300.0,6.88,0,0.0,0.0,0.0,both
108,2023-05-11,1950.0,1959.0,1902.0,1916.0,34669900.0,1916.0,0.0,0.0,0.0,0.0,0.0,159300.0,257100.0,,,,,,,,,,,,,,left_only
109,2023-05-10,1920.0,1963.5,1894.0,1931.5,55815000.0,1931.5,0.0,0.0,0.0,0.0,0.0,160900.0,293500.0,,,,,,,,,,,,,,left_only
110,2023-05-09,1861.0,1920.0,1855.0,1916.5,39880100.0,1916.5,0.0,0.0,0.0,0.0,0.0,168300.0,266100.0,,,,,,,,,,,,,,left_only
111,2023-05-08,1860.0,1861.5,1848.0,1856.0,17294400.0,1856.0,0.0,0.0,0.0,0.0,0.0,75100.0,280200.0,,,,,,,,,,,,,,left_only
112,2023-05-02,1877.0,1877.5,1853.0,1864.5,17441500.0,1864.5,0.0,0.0,0.0,0.0,0.0,99300.0,259400.0,,,,,,,,,,,,,,left_only
113,2023-05-01,1870.5,1879.5,1865.0,1874.0,18668200.0,1874.0,0.0,0.0,0.0,0.0,0.0,119700.0,274900.0,,,,,,,,,,,,,,left_only
114,2023-04-28,1839.0,1857.0,1833.5,1857.0,29984600.0,1857.0,1139500.0,19235300.0,16.88,0.0,0.0,115100.0,367300.0,0.0,0.0,0.0,0.0,0.0,0.0,1139500.0,19235300.0,16.88,0,0.0,0.0,0.0,both
115,2023-04-27,1804.5,1826.5,1799.0,1825.0,21175700.0,1825.0,0.0,0.0,0.0,0.0,0.0,49800.0,395200.0,,,,,,,,,,,,,,left_only
116,2023-04-26,1793.5,1807.5,1791.0,1803.5,17228200.0,1803.5,0.0,0.0,0.0,0.0,0.0,7800.0,412900.0,,,,,,,,,,,,,,left_only
117,2023-04-25,1803.0,1807.0,1795.0,1800.0,20492700.0,1800.0,0.0,0.0,0.0,0.0,0.0,35500.0,424500.0,,,,,,,,,,,,,,left_only
118,2023-04-24,1815.0,1817.0,1798.0,1798.0,14674600.0,1798.0,0.0,0.0,0.0,0.0,0.0,40900.0,429300.0,,,,,,,,,,,,,,left_only
119,2023-04-21,1790.0,1808.5,1784.0,1802.0,21559900.0,1802.0,1351900.0,21774400.0,16.11,0.0,0.0,22600.0,327600.0,0.0,0.0,0.0,0.0,0.0,0.0,1351900.0,21774400.0,16.11,0,0.0,0.0,0.0,both
120,2023-04-20,1810.0,1818.0,1796.0,1813.5,21975500.0,1813.5,0.0,0.0,0.0,0.0,0.0,74000.0,311400.0,,,,,,,,,,,,,,left_only
121,2023-04-19,1833.0,1836.0,1816.5,1823.0,16859000.0,1823.0,0.0,0.0,0.0,0.0,0.0,65800.0,315400.0,,,,,,,,,,,,,,left_only
122,2023-04-18,1844.0,1846.0,1827.5,1833.5,23312400.0,1833.5,0.0,0.0,0.0,0.0,0.0,65800.0,311800.0,,,,,,,,,,,,,,left_only
123,2023-04-17,1823.0,1841.5,1822.5,1834.0,18967700.0,1834.0,0.0,0.0,0.0,0.0,0.0,97600.0,316700.0,,,,,,,,,,,,,,left_only
124,2023-04-14,1828.0,1829.0,1806.0,1808.0,27911300.0,1808.0,1288800.0,20855600.0,16.18,0.0,0.0,40800.0,329100.0,,,,,,,,,,,,,,left_only
125,2023-04-13,1811.0,1814.0,1799.0,1812.5,19854200.0,1812.5,0.0,0.0,0.0,0.0,0.0,23800.0,309300.0,,,,,,,,,,,,,,left_only
126,2023-04-12,1834.5,1835.5,1816.0,1823.5,25890400.0,1823.5,0.0,0.0,0.0,0.0,0.0,63800.0,322100.0,,,,,,,,,,,,,,left_only
127,2023-04-11,1839.5,1842.0,1823.0,1826.0,26170100.0,1826.0,0.0,0.0,0.0,0.0,0.0,63800.0,304100.0,,,,,,,,,,,,,,left_only
128,2023-04-10,1829.5,1833.5,1820.5,1827.5,15091200.0,1827.5,0.0,0.0,0.0,0.0,0.0,97600.0,336000.0,,,,,,,,,,,,,,left_only
129,2023-04-07,1833.5,1837.0,1819.5,1819.5,14815100.0,1819.5,1307600.0,19105800.0,14.61,0.0,0.0,80800.0,334800.0,,,,,,,,,,,,,,left_only
130,2023-04-06,1841.0,1844.0,1822.0,1826.5,24567200.0,1826.5,0.0,0.0,0.0,0.0,0.0,80800.0,337400.0,,,,,,,,,,,,,,left_only
131,2023-04-05,1876.5,1881.0,1850.5,1852.5,25396900.0,1852.5,0.0,0.0,0.0,0.0,0.0,140800.0,425000.0,,,,,,,,,,,,,,left_only
132,2023-04-04,1887.5,1899.0,1877.0,1899.0,21339500.0,1899.0,0.0,0.0,0.0,0.0,0.0,198900.0,276500.0,,,,,,,,,,,,,,left_only
133,2023-04-03,1897.5,1897.5,1875.5,1897.0,25267000.0,1897.0,0.0,0.0,0.0,0.0,0.0,341900.0,293500.0,,,,,,,,,,,,,,left_only
