,Unnamed: 0,日付,曜日,週,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残,終値差分,UP,終値前日比,始値終値差分,週日数
0,0,2023-11-02,3,43,3645.0,3665.0,3558.0,3558.0,953200.0,3558.0,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,1,0.004755244755244755,87.0,4
1,1,2023-11-01,2,43,3575.0,3602.0,3537.0,3575.0,1338100.0,3575.0,0.0,0.0,0.0,0.0,0,1500.0,6600.0,-70.0,0,-0.019971469329529243,0.0,4
2,2,2023-10-31,1,43,3430.0,3517.0,3405.0,3505.0,1390900.0,3505.0,0.0,0.0,0.0,0.0,0,1200.0,6600.0,-102.0,0,-0.02997355274757567,-75.0,4
3,3,2023-10-30,0,43,3427.0,3455.0,3371.0,3403.0,2927900.0,3403.0,0.0,0.0,0.0,0.0,0,6300.0,8000.0,79.0,1,0.022688110281447443,24.0,4
5,5,2023-10-26,3,42,3672.0,3685.0,3581.0,3630.0,997500.0,3630.0,0.0,0.0,0.0,0.0,0,3100.0,9600.0,75.0,1,0.020242914979757085,42.0,5
6,6,2023-10-25,2,42,3670.0,3733.0,3653.0,3705.0,860600.0,3705.0,0.0,0.0,0.0,0.0,0,8500.0,6600.0,-55.0,0,-0.015068493150684932,-35.0,5
7,7,2023-10-24,1,42,3637.0,3669.0,3565.0,3650.0,892600.0,3650.0,0.0,0.0,0.0,0.0,0,6700.0,6900.0,39.0,1,0.01057197072377338,-13.0,5
8,8,2023-10-23,0,42,3675.0,3723.0,3674.0,3689.0,537900.0,3689.0,0.0,0.0,0.0,0.0,0,12900.0,10700.0,-2.0,0,-0.0005424464334147003,-14.0,5
10,10,2023-10-19,3,41,3663.0,3705.0,3654.0,3677.0,700900.0,3677.0,0.0,0.0,0.0,0.0,0,13600.0,11600.0,34.0,1,0.009161950956615468,-14.0,5
11,11,2023-10-18,2,41,3725.0,3769.0,3681.0,3711.0,754900.0,3711.0,0.0,0.0,0.0,0.0,0,11900.0,9600.0,17.0,1,0.0045600858369098714,14.0,5
12,12,2023-10-17,1,41,3722.0,3757.0,3710.0,3728.0,456600.0,3728.0,0.0,0.0,0.0,0.0,0,12500.0,9800.0,-22.0,0,-0.0059363194819212085,-6.0,5
13,13,2023-10-16,0,41,3774.0,3778.0,3685.0,3706.0,448400.0,3706.0,0.0,0.0,0.0,0.0,0,12600.0,10000.0,97.0,1,0.025506179332106232,68.0,5
15,15,2023-10-12,3,40,3870.0,3878.0,3835.0,3868.0,434000.0,3868.0,0.0,0.0,0.0,0.0,0,18800.0,17500.0,-42.0,0,-0.01097752221641401,2.0,4
16,16,2023-10-11,2,40,3880.0,3890.0,3814.0,3826.0,542300.0,3826.0,0.0,0.0,0.0,0.0,0,13600.0,11700.0,32.0,1,0.00829445308449974,54.0,4
17,17,2023-10-10,1,40,3813.0,3869.0,3797.0,3858.0,814600.0,3858.0,0.0,0.0,0.0,0.0,0,19700.0,17400.0,-77.0,0,-0.020364982808780747,-45.0,4
19,19,2023-10-05,3,39,3604.0,3728.0,3589.0,3717.0,764700.0,3717.0,0.0,0.0,0.0,0.0,0,21600.0,20500.0,-142.0,0,-0.03972027972027972,-113.0,5
20,20,2023-10-04,2,39,3704.0,3717.0,3570.0,3575.0,835900.0,3575.0,0.0,0.0,0.0,0.0,0,9600.0,9000.0,188.0,1,0.049960138187616264,129.0,5
21,21,2023-10-03,1,39,3793.0,3818.0,3733.0,3763.0,831700.0,3763.0,0.0,0.0,0.0,0.0,0,14100.0,13900.0,-41.0,0,-0.011015583019881784,30.0,5
22,22,2023-10-02,0,39,3778.0,3830.0,3712.0,3722.0,520300.0,3722.0,0.0,0.0,0.0,0.0,0,12800.0,13100.0,31.0,1,0.00826005861977085,56.0,5
24,24,2023-09-28,3,38,3747.0,3804.0,3719.0,3776.0,689200.0,3776.0,0.0,0.0,0.0,0.0,0,21300.0,24500.0,46.0,1,0.012035583464154892,-29.0,5
25,25,2023-09-27,2,38,3768.0,3830.0,3743.0,3822.0,625400.0,3822.0,0.0,0.0,0.0,0.0,3,29700.0,25600.0,-35.0,0,-0.009242144177449169,-54.0,5
26,26,2023-09-26,1,38,3861.0,3870.0,3786.0,3787.0,699000.0,3787.0,0.0,0.0,0.0,0.0,0,22400.0,26300.0,78.0,1,0.02018111254851229,74.0,5
27,27,2023-09-25,0,38,3869.0,3894.0,3855.0,3865.0,373200.0,3865.0,0.0,0.0,0.0,0.0,0,21900.0,26200.0,-5.0,0,-0.0012953367875647669,4.0,5
29,29,2023-09-21,3,37,3898.0,3912.0,3855.0,3874.0,525200.0,3874.0,0.0,0.0,0.0,0.0,1,27200.0,23000.0,35.0,1,0.008953696597595293,24.0,4
30,30,2023-09-20,2,37,3949.0,3967.0,3890.0,3909.0,830800.0,3909.0,0.0,0.0,0.0,0.0,0,28200.0,26000.0,52.0,1,0.013127997980308004,40.0,4
31,31,2023-09-19,1,37,3899.0,3970.0,3854.0,3961.0,996600.0,3961.0,0.0,0.0,0.0,0.0,0,30300.0,28000.0,-88.0,0,-0.022721404595920477,-62.0,4
33,33,2023-09-14,3,36,3721.0,3826.0,3720.0,3810.0,698400.0,3810.0,0.0,0.0,0.0,0.0,0,23800.0,23500.0,-101.0,0,-0.027231059584793747,-89.0,5
34,34,2023-09-13,2,36,3700.0,3729.0,3673.0,3709.0,556500.0,3709.0,0.0,0.0,0.0,0.0,0,18500.0,20900.0,-9.0,0,-0.0024324324324324323,-9.0,5
35,35,2023-09-12,1,36,3695.0,3738.0,3626.0,3700.0,724200.0,3700.0,0.0,0.0,0.0,0.0,0,19100.0,18600.0,-40.0,0,-0.01092896174863388,-5.0,5
36,36,2023-09-11,0,36,3820.0,3859.0,3631.0,3660.0,806800.0,3660.0,0.0,0.0,0.0,0.05,1,22700.0,19900.0,159.0,1,0.041633935585231735,160.0,5
38,38,2023-09-07,3,35,3844.0,3918.0,3844.0,3887.0,628600.0,3887.0,0.0,0.0,0.0,0.05,1,36500.0,19400.0,-45.0,0,-0.011712649661634565,-43.0,5
39,39,2023-09-06,2,35,3820.0,3849.0,3813.0,3842.0,395900.0,3842.0,0.0,0.0,0.0,0.15,3,28100.0,15200.0,-39.0,0,-0.010255061793321063,-22.0,5
40,40,2023-09-05,1,35,3792.0,3803.0,3760.0,3803.0,574900.0,3803.0,0.0,0.0,0.0,0.05,1,28300.0,16200.0,-21.0,0,-0.005552617662612375,-11.0,5
41,41,2023-09-04,0,35,3700.0,3782.0,3691.0,3782.0,585300.0,3782.0,0.0,0.0,0.0,0.05,1,30900.0,21200.0,-88.0,0,-0.023822414726583648,-82.0,5
43,43,2023-08-31,3,34,3671.0,3700.0,3653.0,3668.0,749700.0,3668.0,0.0,0.0,0.0,0.0,0,26400.0,392400.0,-21.0,0,-0.005758157389635317,3.0,5
44,44,2023-08-30,2,34,3647.0,3678.0,3630.0,3647.0,421400.0,3647.0,0.0,0.0,0.0,0.0,0,18200.0,18000.0,12.0,1,0.003279584585952446,0.0,5
45,45,2023-08-29,1,34,3624.0,3664.0,3612.0,3659.0,361600.0,3659.0,0.0,0.0,0.0,0.05,1,20100.0,19000.0,-64.0,0,-0.01780250347705146,-35.0,5
46,46,2023-08-28,0,34,3554.0,3599.0,3539.0,3595.0,310200.0,3595.0,0.0,0.0,0.0,0.1,1,18200.0,10300.0,-41.0,0,-0.011536297129994372,-41.0,5
48,48,2023-08-24,3,33,3528.0,3556.0,3505.0,3552.0,331900.0,3552.0,0.0,0.0,0.0,0.05,1,16300.0,13300.0,6.0,1,0.0016863406408094434,-24.0,5
