,Unnamed: 0,日付,曜日,週,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残,終値差分,UP,終値前日比,始値終値差分,週日数
0,0,2023-11-02,3,43,2812.0,2846.5,2746.5,2760.0,62211400.0,2760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,0,-0.017699115044247787,52.0,4
1,1,2023-11-01,2,43,2703.5,2752.0,2678.5,2712.0,66935200.0,2712.0,0.0,0.0,0.0,0.0,0.0,572000.0,429400.0,-122.0,0,-0.047104247104247106,-8.5,4
2,2,2023-10-31,1,43,2590.0,2593.0,2526.0,2590.0,32184100.0,2590.0,0.0,0.0,0.0,0.0,0.0,564400.0,620300.0,-16.0,0,-0.006216006216006216,0.0,4
3,3,2023-10-30,0,43,2593.0,2595.0,2560.5,2574.0,28552500.0,2574.0,0.0,0.0,0.0,0.0,0.0,544700.0,607400.0,64.5,1,0.0244457077885162,19.0,4
5,5,2023-10-26,3,42,2617.5,2628.0,2571.0,2594.5,22969100.0,2594.5,0.0,0.0,0.0,0.0,0.0,503700.0,622600.0,45.5,1,0.017234848484848485,23.0,5
6,6,2023-10-25,2,42,2631.0,2664.0,2613.5,2640.0,18828500.0,2640.0,0.0,0.0,0.0,0.0,0.0,523300.0,616200.0,-42.5,0,-0.016361886429258902,-9.0,5
7,7,2023-10-24,1,42,2645.0,2648.5,2544.0,2597.5,26740000.0,2597.5,0.0,0.0,0.0,0.0,0.0,534700.0,619500.0,12.5,1,0.004789272030651341,47.5,5
8,8,2023-10-23,0,42,2600.0,2631.0,2585.5,2610.0,17852100.0,2610.0,0.0,0.0,0.0,0.0,0.0,536300.0,614000.0,7.0,1,0.0026748184944593045,-10.0,5
10,10,2023-10-19,3,41,2625.0,2667.0,2623.0,2645.0,18842300.0,2645.0,0.0,0.0,0.0,0.0,0.0,503200.0,448300.0,24.0,1,0.008992131884600974,-20.0,5
11,11,2023-10-18,2,41,2675.0,2697.0,2661.0,2669.0,18891100.0,2669.0,0.0,0.0,0.0,0.0,0.0,503300.0,520800.0,12.0,1,0.004475941812756434,6.0,5
12,12,2023-10-17,1,41,2705.0,2719.0,2653.0,2681.0,22766500.0,2681.0,0.0,0.0,0.0,0.0,0.0,496200.0,473500.0,-21.0,0,-0.007894736842105263,24.0,5
13,13,2023-10-16,0,41,2650.0,2665.0,2630.5,2660.0,19258100.0,2660.0,0.0,0.0,0.0,0.0,0.0,482000.0,487800.0,27.5,1,0.010232558139534883,-10.0,5
15,15,2023-10-12,3,40,2678.0,2740.0,2673.0,2740.0,32321600.0,2740.0,0.0,0.0,0.0,0.0,0.0,562300.0,418400.0,-89.0,0,-0.033572236891738966,-62.0,4
16,16,2023-10-11,2,40,2650.0,2681.0,2640.0,2651.0,23177900.0,2651.0,0.0,0.0,0.0,0.0,0.0,574100.0,509900.0,-26.5,0,-0.010097161364069346,-1.0,4
17,17,2023-10-10,1,40,2600.0,2640.5,2595.0,2624.5,27455800.0,2624.5,0.0,0.0,0.0,0.0,0.0,556900.0,469900.0,-52.5,0,-0.02041213063763608,-24.5,4
