,Unnamed: 0,日付,曜日,週,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残,終値差分,UP,終値前日比,始値終値差分,週日数
0,0,2023-11-02,3,43,1265.0,1281.0,1257.0,1270.0,196800.0,1270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0,-0.003952569169960474,-5.0,4
1,1,2023-11-01,2,43,1269.0,1282.0,1255.0,1265.0,120900.0,1265.0,0.0,0.0,0.0,0.0,0.0,6400.0,24600.0,-26.0,0,-0.020984665052461663,4.0,4
2,2,2023-10-31,1,43,1233.0,1240.0,1206.0,1239.0,263900.0,1239.0,0.0,0.0,0.0,0.0,0.0,6100.0,24500.0,2.0,1,0.0016116035455278,-6.0,4
3,3,2023-10-30,0,43,1255.0,1258.0,1234.0,1241.0,352700.0,1241.0,0.0,0.0,0.0,0.0,0.0,6100.0,25300.0,46.0,1,0.035742035742035744,14.0,4
4,4,2023-10-27,4,42,1266.0,1304.0,1257.0,1287.0,244400.0,1287.0,31700.0,256300.0,8.09,0.0,0.0,6500.0,25300.0,-32.0,0,-0.02549800796812749,-21.0,5
5,5,2023-10-26,3,42,1285.0,1289.0,1249.0,1255.0,249000.0,1255.0,0.0,0.0,0.0,0.0,0.0,6000.0,25100.0,50.0,1,0.038314176245210725,30.0,5
6,6,2023-10-25,2,42,1316.0,1334.0,1301.0,1305.0,163000.0,1305.0,0.0,0.0,0.0,0.0,0.0,4600.0,25200.0,31.0,1,0.023203592814371257,11.0,5
7,7,2023-10-24,1,42,1328.0,1339.0,1292.0,1336.0,176600.0,1336.0,0.0,0.0,0.0,0.0,0.0,4700.0,25300.0,-6.0,0,-0.004511278195488722,-8.0,5
8,8,2023-10-23,0,42,1335.0,1359.0,1322.0,1330.0,123200.0,1330.0,0.0,0.0,0.0,0.0,0.0,7500.0,25300.0,20.0,1,0.014814814814814815,5.0,5
9,9,2023-10-20,4,41,1348.0,1352.0,1329.0,1350.0,126400.0,1350.0,29200.0,240900.0,8.25,0.0,0.0,9600.0,25300.0,15.0,1,0.01098901098901099,-2.0,5
10,10,2023-10-19,3,41,1381.0,1388.0,1363.0,1365.0,147600.0,1365.0,0.0,0.0,0.0,0.0,0.0,9300.0,26300.0,45.0,1,0.031914893617021274,16.0,5
11,11,2023-10-18,2,41,1393.0,1418.0,1393.0,1410.0,116300.0,1410.0,0.0,0.0,0.0,0.0,0.0,7000.0,25300.0,-18.0,0,-0.01293103448275862,-17.0,5
12,12,2023-10-17,1,41,1393.0,1416.0,1383.0,1392.0,115300.0,1392.0,0.0,0.0,0.0,0.0,0.0,8200.0,25600.0,-7.0,0,-0.005054151624548736,1.0,5
13,13,2023-10-16,0,41,1397.0,1413.0,1374.0,1385.0,174100.0,1385.0,0.0,0.0,0.0,0.0,0.0,8300.0,25000.0,16.0,1,0.011420413990007138,12.0,5
14,14,2023-10-13,4,40,1444.0,1455.0,1397.0,1401.0,204100.0,1401.0,25900.0,226400.0,8.74,0.0,0.0,6200.0,25800.0,55.0,1,0.03777472527472527,43.0,4
15,15,2023-10-12,3,40,1436.0,1458.0,1429.0,1456.0,134700.0,1456.0,0.0,0.0,0.0,0.0,0.0,4800.0,25800.0,-15.0,0,-0.010409437890353921,-20.0,4
16,16,2023-10-11,2,40,1475.0,1483.0,1438.0,1441.0,205900.0,1441.0,0.0,0.0,0.0,0.0,0.0,5800.0,25900.0,34.0,1,0.02305084745762712,34.0,4
17,17,2023-10-10,1,40,1473.0,1484.0,1461.0,1475.0,164000.0,1475.0,0.0,0.0,0.0,0.0,0.0,6000.0,25800.0,-32.0,0,-0.022176022176022176,-2.0,4
18,18,2023-10-06,4,39,1447.0,1463.0,1428.0,1443.0,223900.0,1443.0,27500.0,218500.0,7.95,0.0,0.0,6100.0,25500.0,17.0,1,0.011643835616438357,4.0,5
19,19,2023-10-05,3,39,1438.0,1460.0,1428.0,1460.0,158100.0,1460.0,0.0,0.0,0.0,0.0,0.0,6100.0,25000.0,-21.0,0,-0.014593467685892982,-22.0,5
20,20,2023-10-04,2,39,1472.0,1481.0,1437.0,1439.0,204000.0,1439.0,0.0,0.0,0.0,0.0,0.0,6700.0,24800.0,54.0,1,0.0361687876758205,33.0,5
21,21,2023-10-03,1,39,1577.0,1577.0,1487.0,1493.0,241900.0,1493.0,0.0,0.0,0.0,0.0,0.0,5000.0,25500.0,84.0,1,0.05326569435637286,84.0,5
22,22,2023-10-02,0,39,1576.0,1622.0,1576.0,1577.0,161700.0,1577.0,0.0,0.0,0.0,0.0,0.0,4900.0,25000.0,-3.0,0,-0.0019059720457433292,-1.0,5
