,日付,曜日,週,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残
0,2023-10-18,2,41,1466.0,1476.5,1450.5,1471.5,429200.0,1471.5,0.0,0.0,0.0,0,0.0,0.0,0.0
1,2023-10-17,1,41,1467.0,1475.5,1455.0,1465.5,764000.0,1465.5,0.0,0.0,0.0,0,0.0,4600.0,31300.0
2,2023-10-16,0,41,1459.0,1463.0,1436.0,1460.0,588000.0,1460.0,0.0,0.0,0.0,0,0.0,4600.0,31700.0
3,2023-10-13,4,40,1485.0,1498.5,1469.0,1476.0,671800.0,1476.0,244200.0,3050300.0,12.49,0,0.0,7100.0,31300.0
4,2023-10-12,3,40,1488.5,1506.0,1484.0,1503.5,735700.0,1503.5,0.0,0.0,0.0,0,0.0,4600.0,27400.0
5,2023-10-11,2,40,1495.0,1504.0,1475.5,1479.0,772500.0,1479.0,0.0,0.0,0.0,0,0.0,4600.0,27300.0
6,2023-10-10,1,40,1479.5,1509.5,1476.5,1502.0,950900.0,1502.0,0.0,0.0,0.0,0,0.0,5100.0,22800.0
7,2023-10-06,4,39,1451.0,1473.0,1447.0,1464.0,755600.0,1464.0,305000.0,3019000.0,9.9,0,0.0,8500.0,22600.0
8,2023-10-05,3,39,1425.0,1443.0,1416.0,1440.0,1172900.0,1440.0,0.0,0.0,0.0,0,0.0,8500.0,23100.0
9,2023-10-04,2,39,1456.5,1459.0,1420.0,1425.0,1687800.0,1425.0,0.0,0.0,0.0,0,0.0,8500.0,25100.0
10,2023-10-03,1,39,1507.0,1507.0,1458.5,1469.5,1103400.0,1469.5,0.0,0.0,0.0,0,0.0,9600.0,29300.0
11,2023-10-02,0,39,1498.0,1539.0,1495.0,1516.0,1151000.0,1516.0,0.0,0.0,0.0,0,0.0,44900.0,31900.0
12,2023-09-29,4,38,1509.5,1530.0,1504.5,1512.0,1470600.0,1512.0,470100.0,2855500.0,6.07,0,0.0,43700.0,32900.0
13,2023-09-28,3,38,1515.0,1526.0,1495.5,1508.5,987700.0,1508.5,0.0,0.0,0.0,0,0.0,44200.0,35900.0
14,2023-09-27,2,38,1522.0,1533.0,1498.0,1532.5,1377800.0,1532.5,0.0,0.0,0.0,0,0.0,70100.0,57600.0
15,2023-09-26,1,38,1528.0,1554.0,1511.5,1542.0,1648300.0,1542.0,0.0,0.0,0.0,0,0.0,89300.0,78400.0
16,2023-09-25,0,38,1555.0,1555.0,1515.5,1521.0,2828900.0,1521.0,0.0,0.0,0.0,0,0.0,84600.0,75700.0
17,2023-09-22,4,37,1675.0,1675.0,1526.0,1561.0,9854100.0,1561.0,582500.0,2545000.0,4.37,0,0.0,109000.0,93000.0
18,2023-09-21,3,37,1380.0,1394.0,1369.0,1375.0,568700.0,1375.0,0.0,0.0,0.0,0,0.0,4000.0,9100.0
19,2023-09-20,2,37,1412.0,1412.0,1383.0,1387.0,749100.0,1387.0,0.0,0.0,0.0,0,0.0,13400.0,9800.0
20,2023-09-19,1,37,1431.0,1431.0,1400.5,1413.5,669200.0,1413.5,0.0,0.0,0.0,0,0.0,5300.0,23100.0
