,Unnamed: 0,日付,曜日,週,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残,終値差分,UP,終値前日比,始値終値差分
121,121,2023-04-21,4,15,5500.0,5520.0,5460.0,5500.0,801100.0,5500.0,781500.0,284400.0,0.36,0.1,1.0,393600.0,23400.0,-10.0,0,-0.0018214936247723133,0.0
122,122,2023-04-20,3,15,5380.0,5540.0,5380.0,5490.0,1275200.0,5490.0,0.0,0.0,0.0,0.1,1.0,394500.0,21500.0,-40.0,0,-0.007339449541284404,-110.0
123,123,2023-04-19,2,15,5500.0,5520.0,5420.0,5450.0,2305100.0,5450.0,0.0,0.0,0.0,0.3,3.0,395400.0,24300.0,90.0,1,0.016245487364620937,50.0
124,124,2023-04-18,1,15,5640.0,5660.0,5520.0,5540.0,1192000.0,5540.0,0.0,0.0,0.0,0.1,1.0,434900.0,19900.0,70.0,1,0.012477718360071301,100.0
125,125,2023-04-17,0,15,5580.0,5630.0,5550.0,5610.0,1095500.0,5610.0,0.0,0.0,0.0,0.1,1.0,453800.0,18200.0,-50.0,0,-0.008992805755395683,-30.0
126,126,2023-04-14,4,14,5650.0,5650.0,5550.0,5560.0,1477400.0,5560.0,819100.0,278600.0,0.34,0.1,1.0,438500.0,20100.0,60.0,1,0.010676156583629894,90.0
127,127,2023-04-13,3,14,5510.0,5650.0,5500.0,5620.0,1630600.0,5620.0,0.0,0.0,0.0,0.1,1.0,453700.0,8300.0,-10.0,0,-0.0017825311942959,-110.0
128,128,2023-04-12,2,14,5520.0,5630.0,5500.0,5610.0,1351800.0,5610.0,0.0,0.0,0.0,0.3,3.0,450500.0,7500.0,-100.0,0,-0.018148820326678767,-90.0
129,129,2023-04-11,1,14,5530.0,5590.0,5480.0,5510.0,1846400.0,5510.0,0.0,0.0,0.0,0.1,1.0,421300.0,18400.0,-80.0,0,-0.014732965009208104,20.0
130,130,2023-04-10,0,14,5380.0,5490.0,5330.0,5430.0,3033100.0,5430.0,0.0,0.0,0.0,0.1,1.0,420900.0,29500.0,50.0,1,0.009124087591240875,-50.0
131,131,2023-04-07,4,13,5430.0,5490.0,5370.0,5480.0,1716900.0,5480.0,831800.0,287000.0,0.35,0.1,1.0,430400.0,22600.0,-90.0,0,-0.016697588126159554,-50.0
132,132,2023-04-06,3,13,5440.0,5460.0,5360.0,5390.0,2116600.0,5390.0,0.0,0.0,0.0,0.1,1.0,398200.0,21500.0,140.0,1,0.02531645569620253,50.0
133,133,2023-04-05,2,13,5580.0,5620.0,5470.0,5530.0,1794900.0,5530.0,0.0,0.0,0.0,0.3,3.0,423500.0,18000.0,110.0,1,0.01950354609929078,50.0
134,134,2023-04-04,1,13,5620.0,5650.0,5530.0,5640.0,2335900.0,5640.0,0.0,0.0,0.0,0.1,1.0,447100.0,17700.0,80.0,1,0.013986013986013986,-20.0
135,135,2023-04-03,0,13,5800.0,5810.0,5690.0,5720.0,1287400.0,5720.0,0.0,0.0,0.0,0.1,1.0,404200.0,17200.0,50.0,1,0.008665511265164644,80.0
136,136,2023-03-31,4,12,5700.0,5820.0,5700.0,5770.0,1935500.0,5770.0,869600.0,211300.0,0.24,0.1,1.0,494500.0,16600.0,-120.0,0,-0.021238938053097345,-70.0
137,137,2023-03-30,3,12,5670.0,5690.0,5570.0,5650.0,1102600.0,5650.0,0.0,0.0,0.0,0.1,1.0,452700.0,25600.0,10.0,1,0.0017667844522968198,20.0
138,138,2023-03-29,2,12,5590.0,5670.0,5570.0,5660.0,1213900.0,5660.0,0.0,0.0,0.0,0.3,3.0,462100.0,25400.0,-70.0,0,-0.012522361359570662,-70.0
139,139,2023-03-28,1,12,5610.0,5630.0,5540.0,5590.0,876300.0,5590.0,0.0,0.0,0.0,0.1,1.0,440300.0,26900.0,20.0,1,0.0035650623885918,20.0
140,140,2023-03-27,0,12,5620.0,5650.0,5570.0,5610.0,812000.0,5610.0,0.0,0.0,0.0,0.1,1.0,445100.0,25300.0,-20.0,0,-0.0035778175313059034,10.0
