,Unnamed: 0,日付,曜日,週,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残,終値差分,UP,終値前日比,始値終値差分
0,0,2023-10-18,2,41,645.0,647.0,637.0,640.0,417400.0,640.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,1,0.010819165378670788,5.0
1,1,2023-10-17,1,41,651.0,653.0,643.0,647.0,303000.0,647.0,0.0,0.0,0.0,0.0,0,0.0,17700.0,-1.0,0,-0.0015479876160990713,4.0
2,2,2023-10-16,0,41,659.0,661.0,645.0,646.0,323300.0,646.0,0.0,0.0,0.0,0.0,0,0.0,17100.0,9.0,1,0.013740458015267175,13.0
3,3,2023-10-13,4,40,663.0,664.0,653.0,655.0,266300.0,655.0,32200.0,1174700.0,36.48,0.0,0,0.0,15000.0,10.0,1,0.015037593984962405,8.0
4,4,2023-10-12,3,40,673.0,673.0,664.0,665.0,245800.0,665.0,0.0,0.0,0.0,0.0,0,0.0,13100.0,7.0,1,0.010416666666666666,8.0
5,5,2023-10-11,2,40,671.0,675.0,668.0,672.0,190700.0,672.0,0.0,0.0,0.0,0.0,0,0.0,11200.0,3.0,1,0.0044444444444444444,-1.0
6,6,2023-10-10,1,40,666.0,675.0,666.0,675.0,237300.0,675.0,0.0,0.0,0.0,0.0,0,100.0,12100.0,-16.0,0,-0.024279210925644917,-9.0
7,7,2023-10-06,4,39,653.0,662.0,652.0,659.0,164900.0,659.0,36100.0,1173700.0,32.51,0.0,0,100.0,12100.0,-9.0,0,-0.013846153846153847,-6.0
8,8,2023-10-05,3,39,645.0,653.0,644.0,650.0,380100.0,650.0,0.0,0.0,0.0,0.0,0,100.0,12700.0,-6.0,0,-0.009316770186335404,-5.0
9,9,2023-10-04,2,39,659.0,659.0,641.0,644.0,727800.0,644.0,0.0,0.0,0.0,0.0,0,5200.0,11200.0,19.0,1,0.02865761689291101,15.0
10,10,2023-10-03,1,39,671.0,671.0,663.0,663.0,492100.0,663.0,0.0,0.0,0.0,0.0,0,0.0,23000.0,8.0,1,0.011922503725782414,8.0
11,11,2023-10-02,0,39,680.0,686.0,671.0,671.0,476800.0,671.0,0.0,0.0,0.0,0.0,0,0.0,17100.0,1.0,1,0.001488095238095238,9.0
12,12,2023-09-29,4,38,684.0,684.0,671.0,672.0,592900.0,672.0,85300.0,1025800.0,12.03,0.0,0,1000.0,15400.0,11.0,1,0.016105417276720352,12.0
13,13,2023-09-28,3,38,686.0,689.0,678.0,683.0,927700.0,683.0,0.0,0.0,0.0,0.0,0,1800.0,80300.0,23.0,1,0.032577903682719546,3.0
