,日付,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残
0,2023-08-25,1573,1631,1552,1622,571100,1622,0,0,0,0,0,0,0
1,2023-08-24,1594,1608,1541,1596,619600,1596,0,0,0,0.05,1,974400,92100
2,2023-08-23,1529,1605,1522,1594,721400,1594,0,0,0,0.3,3,964100,84900
3,2023-08-22,1480,1543,1479,1535,691000,1535,0,0,0,0.05,1,929800,98100
4,2023-08-21,1432,1546,1432,1476,907500,1476,0,0,0,0.05,1,830900,91100
5,2023-08-18,1456,1481,1426,1460,533500,1460,1371800,697900,0.51,0.05,1,857500,93700
6,2023-08-17,1510,1520,1456,1471,571200,1471,0,0,0,0.05,1,837600,105500
7,2023-08-16,1574,1578,1512,1532,575800,1532,0,0,0,0.15,3,814000,95300
8,2023-08-15,1605,1619,1578,1590,460200,1590,0,0,0,0.05,1,861800,89300
9,2023-08-14,1523,1615,1515,1605,1477500,1605,0,0,0,0.05,1,850800,91200
10,2023-08-10,1680,1718,1665,1692,556800,1692,1232100,738200,0.6,0.05,1,745300,149100
11,2023-08-09,1663,1684,1659,1668,216100,1668,0,0,0,0.05,1,685800,187500
12,2023-08-08,1726,1726,1668,1680,243400,1680,0,0,0,0.2,4,657400,180800
13,2023-08-07,1677,1739,1676,1726,323000,1726,0,0,0,0.05,1,655400,176700
14,2023-08-04,1675,1703,1663,1692,211700,1692,1113900,785500,0.71,0.05,1,654600,178300
15,2023-08-03,1705,1711,1663,1672,330200,1672,0,0,0,0.05,1,656200,186900
16,2023-08-02,1714,1749,1713,1716,255400,1716,0,0,0,0.15,3,654400,175500
17,2023-08-01,1750,1763,1711,1725,313500,1725,0,0,0,0.05,1,655400,165700
18,2023-07-31,1820,1820,1757,1767,295300,1767,0,0,0,0.5,1,666200,157900
19,2023-07-28,1795,1816,1752,1816,759500,1816,1089800,699900,0.64,0.5,1,674600,148100
20,2023-07-27,1749,1797,1734,1797,255200,1797,0,0,0,0.05,1,657300,145500
21,2023-07-26,1732,1757,1720,1755,161900,1755,0,0,0,0.3,3,658000,169700
22,2023-07-25,1719,1742,1712,1737,188600,1737,0,0,0,0.05,1,655100,176700
23,2023-07-24,1716,1727,1708,1719,180000,1719,0,0,0,0.05,1,657200,195900
24,2023-07-21,1753,1753,1717,1719,278000,1719,1080600,755700,0.7,0.05,1,659400,188800
25,2023-07-20,1764,1768,1755,1762,131600,1762,0,0,0,0.05,1,657000,166300
26,2023-07-19,1766,1773,1748,1764,211800,1764,0,0,0,0.15,3,656200,174400
27,2023-07-18,1773,1779,1755,1766,161300,1766,0,0,0,0.05,1,657500,186900
28,2023-07-14,1754,1780,1753,1768,189200,1768,1056700,721200,0.68,0.05,1,658500,181200
29,2023-07-13,1793,1797,1752,1765,290000,1765,0,0,0,0.1,1,652700,179900
30,2023-07-12,1830,1830,1799,1802,218600,1802,0,0,0,0.4,4,651800,161300
31,2023-07-11,1787,1838,1786,1823,386300,1823,0,0,0,0.1,1,655200,156700
32,2023-07-10,1770,1795,1739,1787,437700,1787,0,0,0,0.05,1,653200,165200
33,2023-07-07,1800,1806,1775,1778,398400,1778,1076300,726500,0.67,0.05,1,660500,179500
34,2023-07-06,1808,1833,1791,1822,340300,1822,0,0,0,0.05,1,651800,161500
35,2023-07-05,1836,1840,1812,1817,253100,1817,0,0,0,0.15,3,650100,161400
36,2023-07-04,1860,1865,1831,1846,260400,1846,0,0,0,0.5,1,670100,147700
37,2023-07-03,1870,1886,1858,1872,134000,1872,0,0,0,0.1,1,689000,137200
38,2023-06-30,1861,1879,1853,1872,182700,1872,1059800,607500,0.57,0.1,1,684900,143800
