,日付,始値,高値,安値,終値,売買高,修正後終値
0,2023-08-10,1799,1799,1750,1796,123800,1796.0
1,2023-08-09,1806,1841,1775,1800,245000,1800.0
2,2023-08-08,1825,1866,1790,1818,153000,1818.0
3,2023-08-07,1800,1830,1708,1790,297000,1790.0
4,2023-08-04,1768,1787,1751,1769,61200,1769.0
5,2023-08-03,1799,1801,1762,1772,123200,1772.0
6,2023-08-02,1825,1842,1805,1811,64300,1811.0
7,2023-08-01,1833,1841,1828,1840,45400,1840.0
8,2023-07-31,1867,1869,1835,1835,57800,1835.0
9,2023-07-28,1815,1844,1804,1836,63200,1836.0
10,2023-07-27,1833,1856,1810,1832,42700,1832.0
11,2023-07-26,1859,1859,1833,1844,32000,1844.0
12,2023-07-25,1849,1860,1847,1859,36200,1859.0
13,2023-07-24,1836,1864,1836,1856,42000,1856.0
14,2023-07-21,1848,1852,1820,1836,55400,1836.0
15,2023-07-20,1864,1895,1850,1850,65700,1850.0
16,2023-07-19,1876,1881,1845,1852,80500,1852.0
17,2023-07-18,1859,1890,1858,1872,62100,1872.0
18,2023-07-14,1873,1875,1831,1846,38800,1846.0
19,2023-07-13,1880,1880,1845,1860,61900,1860.0
20,2023-07-12,1861,1889,1845,1873,104500,1873.0
21,2023-07-11,1866,1884,1840,1845,51700,1845.0
22,2023-07-10,1870,1878,1844,1847,42500,1847.0
23,2023-07-07,1855,1885,1850,1862,45700,1862.0
24,2023-07-06,1870,1878,1851,1855,39200,1855.0
