,日付,始値,高値,安値,終値,売買高,修正後終値
0,2023-08-10,3503,3575,3499,3575,404600,3575.0
1,2023-08-09,3495,3514,3461,3510,264300,3510.0
2,2023-08-08,3482,3514,3481,3505,303500,3505.0
3,2023-08-07,3410,3471,3400,3468,391700,3468.0
4,2023-08-04,3435,3440,3399,3406,360100,3406.0
5,2023-08-03,3467,3482,3425,3448,526300,3448.0
6,2023-08-02,3550,3558,3471,3475,642600,3475.0
7,2023-08-01,3531,3549,3515,3539,607800,3539.0
8,2023-07-31,3485,3533,3467,3523,908100,3523.0
9,2023-07-28,3462,3485,3360,3421,1344100,3421.0
10,2023-07-27,3493,3526,3460,3522,570200,3522.0
11,2023-07-26,3453,3484,3421,3481,380300,3481.0
12,2023-07-25,3445,3462,3432,3461,306400,3461.0
13,2023-07-24,3450,3495,3442,3451,550500,3451.0
14,2023-07-21,3422,3432,3384,3414,448200,3414.0
15,2023-07-20,3415,3449,3401,3437,410300,3437.0
16,2023-07-19,3371,3422,3357,3422,364700,3422.0
17,2023-07-18,3386,3430,3341,3353,521700,3353.0
18,2023-07-14,3403,3420,3356,3387,390900,3387.0
19,2023-07-13,3406,3410,3365,3397,429500,3397.0
20,2023-07-12,3481,3481,3421,3421,365300,3421.0
21,2023-07-11,3491,3502,3454,3464,347000,3464.0
22,2023-07-10,3455,3497,3430,3478,768100,3478.0
23,2023-07-07,3450,3499,3425,3450,441600,3450.0
24,2023-07-06,3472,3529,3461,3481,712200,3481.0
