,日付,始値,高値,安値,終値,売買高,修正後終値
0,2023-08-10,2208,2208,2105,2163,62300,2163.0
1,2023-08-09,2187,2236,2184,2221,19400,2221.0
2,2023-08-08,2190,2213,2177,2187,14800,2187.0
3,2023-08-07,2201,2205,2162,2199,24100,2199.0
4,2023-08-04,2246,2261,2202,2203,16800,2203.0
5,2023-08-03,2260,2270,2209,2234,31800,2234.0
6,2023-08-02,2307,2334,2284,2289,22500,2289.0
7,2023-08-01,2292,2322,2290,2322,17100,2322.0
8,2023-07-31,2258,2279,2238,2274,12500,2274.0
9,2023-07-28,2246,2246,2207,2222,29200,2222.0
10,2023-07-27,2261,2268,2251,2268,12700,2268.0
11,2023-07-26,2264,2287,2253,2281,6100,2281.0
12,2023-07-25,2270,2272,2242,2262,9600,2262.0
13,2023-07-24,2235,2281,2235,2263,15900,2263.0
14,2023-07-21,2254,2257,2225,2235,9800,2235.0
15,2023-07-20,2299,2299,2236,2252,23500,2252.0
16,2023-07-19,2299,2309,2273,2309,17900,2309.0
17,2023-07-18,2255,2288,2252,2260,14400,2260.0
18,2023-07-14,2326,2326,2204,2228,26800,2228.0
19,2023-07-13,2245,2300,2214,2276,17700,2276.0
20,2023-07-12,2321,2334,2243,2243,29900,2243.0
21,2023-07-11,2406,2406,2314,2317,31200,2317.0
22,2023-07-10,2400,2431,2394,2406,22100,2406.0
23,2023-07-07,2444,2444,2388,2388,39800,2388.0
24,2023-07-06,2531,2531,2423,2459,26400,2459.0
