,日付,始値,高値,安値,終値,売買高,修正後終値
0,2023-08-10,337000,337500,334500,336000,1630,336000.0
1,2023-08-09,335500,337500,333000,337500,2017,337500.0
2,2023-08-08,339000,339000,335500,337000,1592,337000.0
3,2023-08-07,336500,339500,335500,338000,1919,338000.0
4,2023-08-04,337000,338000,334000,335000,2267,335000.0
5,2023-08-03,340000,343000,339000,340000,1430,340000.0
6,2023-08-02,342000,343500,340000,341000,2181,341000.0
7,2023-08-01,347000,347500,341000,343000,2986,343000.0
8,2023-07-31,350500,353000,346500,346500,6496,346500.0
9,2023-07-28,351500,355500,342500,348500,22167,348500.0
10,2023-07-27,368500,368500,361500,361500,11237,361500.0
11,2023-07-26,357500,362000,357000,361500,5027,361500.0
12,2023-07-25,351500,356500,350000,356500,4846,356500.0
13,2023-07-24,349000,352000,348000,351500,3328,351500.0
14,2023-07-21,350000,350000,346500,346500,2611,346500.0
15,2023-07-20,350500,351500,348500,349500,2809,349500.0
16,2023-07-19,347000,350000,345500,350000,2635,350000.0
17,2023-07-18,346000,347000,343500,345000,3774,345000.0
18,2023-07-14,346000,346000,343500,346000,3703,346000.0
19,2023-07-13,339000,346000,337500,345500,4935,345500.0
20,2023-07-12,337000,339000,334000,338000,4123,338000.0
21,2023-07-11,333500,338500,333000,336500,3431,336500.0
22,2023-07-10,335000,335500,331000,332500,5217,332500.0
23,2023-07-07,338000,339000,334500,335000,3647,335000.0
24,2023-07-06,338500,339000,335500,337500,3744,337500.0
