,日付,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残
0,2023-08-31,2065,2075,2050,2059,15400,2059,0,0,0,0,0,600,3900
1,2023-08-30,2098,2099,2051,2062,27400,2062,0,0,0,0,0,600,3900
2,2023-08-29,2033,2078,2032,2064,29400,2064,0,0,0,0,0,1500,4000
3,2023-08-28,2008,2021,1993,2021,15400,2021,0,0,0,0,0,1500,4500
4,2023-08-25,2000,2000,1979,1982,21400,1982,4700,44900,9.55,0,0,1500,4500
5,2023-08-24,2004,2014,1977,1995,28100,1995,0,0,0,0,0,1700,4500
6,2023-08-23,1969,1993,1968,1983,39100,1983,0,0,0,0,0,1000,4700
7,2023-08-22,1982,1994,1947,1964,34400,1964,0,0,0,0,0,1000,4600
8,2023-08-21,1973,2006,1956,1979,23000,1979,0,0,0,0,0,1300,8200
9,2023-08-18,2010,2010,1959,1969,43800,1969,5400,42800,7.93,0,0,1100,8200
10,2023-08-17,2015,2016,1982,2010,40000,2010,0,0,0,0,0,900,8200
11,2023-08-16,2019,2061,2019,2029,9700,2029,0,0,0,0,0,2700,7200
12,2023-08-15,2025,2070,2025,2031,25500,2031,0,0,0,0,0,2600,7100
13,2023-08-14,2163,2163,2023,2024,64900,2024,0,0,0,0,0,2700,4900
14,2023-08-10,2208,2208,2105,2163,62300,2163,7700,36200,4.7,0,0,3300,4300
15,2023-08-09,2187,2236,2184,2221,19400,2221,0,0,0,0,0,3500,4300
16,2023-08-08,2190,2213,2177,2187,14800,2187,0,0,0,0,0,3300,4200
17,2023-08-07,2201,2205,2162,2199,24100,2199,0,0,0,0,0,3300,4200
18,2023-08-04,2246,2261,2202,2203,16800,2203,6200,34500,5.56,0,0,2600,4600
19,2023-08-03,2260,2270,2209,2234,31800,2234,0,0,0,0,0,2700,4600
20,2023-08-02,2307,2334,2284,2289,22500,2289,0,0,0,0,0,2800,4200
