,Unnamed: 0,日付,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残,Unnamed: 0_x,Unnamed: 0_y
0,,2023-08-31,208.0,213.0,208.0,213.0,49700.0,213.0,0.0,0.0,0.0,0,0,0,0,0.0,
1,,2023-08-30,211.0,212.0,209.0,209.0,31800.0,209.0,0.0,0.0,0.0,0,0,0,0,1.0,
2,,2023-08-29,209.0,213.0,207.0,210.0,63800.0,210.0,0.0,0.0,0.0,0,0,0,0,2.0,
3,,2023-08-28,204.0,208.0,204.0,205.0,18600.0,205.0,0.0,0.0,0.0,0,0,0,0,3.0,
4,0.0,2023-08-25,206.0,211.0,203.0,204.0,92800.0,204.0,0.0,0.0,0.0,0,0,0,0,,
5,1.0,2023-08-24,214.0,214.0,207.0,207.0,87700.0,207.0,0.0,0.0,0.0,0,0,0,0,,
6,2.0,2023-08-23,214.0,215.0,210.0,211.0,34000.0,211.0,0.0,0.0,0.0,0,0,0,0,,
7,3.0,2023-08-22,211.0,214.0,209.0,211.0,16600.0,211.0,0.0,0.0,0.0,0,0,0,0,,
8,4.0,2023-08-21,207.0,216.0,207.0,211.0,74000.0,211.0,0.0,0.0,0.0,0,0,0,0,,
9,5.0,2023-08-18,205.0,212.0,205.0,207.0,36600.0,207.0,400.0,150300.0,375.75,0,0,0,0,,
10,6.0,2023-08-17,207.0,212.0,205.0,209.0,47100.0,209.0,0.0,0.0,0.0,0,0,0,0,,
11,7.0,2023-08-16,210.0,211.0,207.0,211.0,35900.0,211.0,0.0,0.0,0.0,0,0,0,0,,
12,8.0,2023-08-15,213.0,213.0,207.0,212.0,55700.0,212.0,0.0,0.0,0.0,0,0,0,0,,
13,9.0,2023-08-14,215.0,220.0,210.0,213.0,65400.0,213.0,0.0,0.0,0.0,0,0,0,0,,
14,10.0,2023-08-10,208.0,214.0,205.0,212.0,60200.0,212.0,400.0,143800.0,359.5,0,0,0,0,,
15,11.0,2023-08-09,201.0,210.0,201.0,208.0,58400.0,208.0,0.0,0.0,0.0,0,0,0,0,,
16,12.0,2023-08-08,204.0,205.0,201.0,201.0,39600.0,201.0,0.0,0.0,0.0,0,0,0,0,,
17,13.0,2023-08-07,210.0,210.0,202.0,204.0,68600.0,204.0,0.0,0.0,0.0,0,0,0,0,,
18,14.0,2023-08-04,206.0,209.0,202.0,209.0,124300.0,209.0,400.0,13700.0,342.5,0,0,0,0,,
19,15.0,2023-08-03,211.0,211.0,206.0,207.0,85100.0,207.0,0.0,0.0,0.0,0,0,0,0,,
20,16.0,2023-08-02,216.0,217.0,212.0,212.0,82600.0,212.0,0.0,0.0,0.0,0,0,0,0,,
21,17.0,2023-08-01,217.0,221.0,214.0,218.0,66100.0,218.0,0.0,0.0,0.0,0,0,0,0,,
22,18.0,2023-07-31,222.0,230.0,215.0,216.0,190600.0,216.0,0.0,0.0,0.0,0,0,0,0,,
23,19.0,2023-07-28,224.0,225.0,214.0,215.0,150300.0,215.0,400.0,89700.0,224.25,0,0,0,0,,
24,20.0,2023-07-27,221.0,226.0,221.0,224.0,78100.0,224.0,0.0,0.0,0.0,0,0,0,0,,
25,21.0,2023-07-26,233.0,234.0,222.0,222.0,129400.0,222.0,0.0,0.0,0.0,0,0,0,0,,
26,22.0,2023-07-25,234.0,235.0,231.0,233.0,84700.0,233.0,0.0,0.0,0.0,0,0,0,0,,
27,23.0,2023-07-24,248.0,249.0,232.0,235.0,220600.0,235.0,0.0,0.0,0.0,0,0,0,0,,
28,24.0,2023-07-21,234.0,249.0,232.0,246.0,556300.0,246.0,400.0,75600.0,189.0,0,0,0,0,,
29,25.0,2023-07-20,239.0,240.0,230.0,230.0,151000.0,230.0,0.0,0.0,0.0,0,0,0,0,,
30,26.0,2023-07-19,237.0,241.0,231.0,238.0,210000.0,238.0,0.0,0.0,0.0,0,0,0,0,,
31,27.0,2023-07-18,227.0,239.0,220.0,231.0,234200.0,231.0,0.0,0.0,0.0,0,0,0,0,,
32,28.0,2023-07-14,219.0,230.0,219.0,224.0,222100.0,224.0,400.0,78900.0,197.25,0,0,0,0,,
33,29.0,2023-07-13,224.0,232.0,216.0,221.0,331900.0,221.0,0.0,0.0,0.0,0,0,0,0,,
34,30.0,2023-07-12,245.0,252.0,223.0,224.0,900900.0,224.0,0.0,0.0,0.0,0,0,0,0,,
35,31.0,2023-07-11,249.0,298.0,235.0,253.0,2910900.0,253.0,0.0,0.0,0.0,0,0,0,0,,
36,32.0,2023-07-10,220.0,247.0,216.0,233.0,964000.0,233.0,0.0,0.0,0.0,0,0,0,0,,
37,33.0,2023-07-07,215.0,225.0,209.0,212.0,425900.0,212.0,2000.0,73100.0,36.55,0,0,0,0,,
38,34.0,2023-07-06,204.0,225.0,201.0,224.0,518200.0,224.0,0.0,0.0,0.0,0,0,0,0,,
39,35.0,2023-07-05,206.0,206.0,199.0,202.0,129100.0,202.0,0.0,0.0,0.0,0,0,0,0,,
40,36.0,2023-07-04,193.0,205.0,193.0,204.0,171600.0,204.0,0.0,0.0,0.0,0,0,0,0,,
41,37.0,2023-07-03,190.0,197.0,190.0,195.0,65400.0,195.0,0.0,0.0,0.0,0,0,0,0,,
