,Unnamed: 0_x,日付,始値,高値,安値,終値,売買高,修正後終値,信用売残,信用買残,信用倍率,逆日歩,日歩日数,貸株残,融資残,Unnamed: 0_y,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残,_merge
0,0,2023-08-31,6149,6318,6149,6304,2730100,6304,0,0,0,0,1,53.3,45.4,,,,,,,,,,,,,,,left_only
1,1,2023-08-30,6092,6158,6086,6140,1001400,6140,0,0,0,-,-,6400,44900,,,,,,,,,,,,,,,left_only
2,2,2023-08-29,6065,6128,6065,6121,1106000,6121,0,0,0,-,-,6400,44900,,,,,,,,,,,,,,,left_only
3,3,2023-08-28,6060,6073,5965,6022,1321900,6022,0,0,0,-,-,6400,52400,,,,,,,,,,,,,,,left_only
4,4,2023-08-25,6087,6105,6056,6071,704100,6071,88500,1727900,19.52,-,-,4100,48900,0,6087,6105,6056,6071,704100,6071,0,0,0,0,0,0,0,both
5,5,2023-08-24,6095,6134,6086,6101,689600,6101,0,0,0,-,-,2700,45400,1,6095,6134,6086,6101,689600,6101,0,0,0,0,0,2700,45400,both
6,6,2023-08-23,6081,6163,6070,6107,985800,6107,0,0,0,-,-,2700,47100,2,6081,6163,6070,6107,985800,6107,0,0,0,0,0,2700,47100,both
7,7,2023-08-22,6078,6098,6044,6066,566200,6066,0,0,0,-,-,100,47500,3,6078,6098,6044,6066,566200,6066,0,0,0,0,0,100,47500,both
8,8,2023-08-21,6075,6116,6054,6089,662200,6089,0,0,0,-,-,100,47000,4,6075,6116,6054,6089,662200,6089,0,0,0,0,0,100,47000,both
9,9,2023-08-18,6073,6093,6031,6050,797300,6050,79000,1763600,22.32,-,-,1100,47200,5,6073,6093,6031,6050,797300,6050,79000,1763600,22.32,0,0,1100,47200,both
10,10,2023-08-17,6145,6174,6087,6122,947500,6122,0,0,0,-,-,1100,47000,6,6145,6174,6087,6122,947500,6122,0,0,0,0,0,1100,47000,both
11,11,2023-08-16,6112,6170,6085,6145,1106400,6145,0,0,0,-,-,4700,47300,7,6112,6170,6085,6145,1106400,6145,0,0,0,0,0,4700,47300,both
12,12,2023-08-15,6100,6158,6057,6156,940900,6156,0,0,0,-,-,4700,47200,8,6100,6158,6057,6156,940900,6156,0,0,0,0,0,4700,47200,both
13,13,2023-08-14,6164,6200,6083,6091,1289400,6091,0,0,0,-,-,1100,47500,9,6164,6200,6083,6091,1289400,6091,0,0,0,0,0,1100,47500,both
14,14,2023-08-10,6078,6165,6056,6164,1786000,6164,134400,1897400,14.12,-,-,7100,47300,10,6078,6165,6056,6164,1786000,6164,134400,1897400,14.12,0,0,7100,47300,both
15,15,2023-08-09,5977,6091,5945,6023,1528400,6023,0,0,0,-,-,600,49400,11,5977,6091,5945,6023,1528400,6023,0,0,0,0,0,600,49400,both
16,16,2023-08-08,5894,5980,5879,5975,1451900,5975,0,0,0,-,-,100,50600,12,5894,5980,5879,5975,1451900,5975,0,0,0,0,0,100,50600,both
17,17,2023-08-07,5835,5869,5792,5860,675000,5860,0,0,0,-,-,100,51200,13,5835,5869,5792,5860,675000,5860,0,0,0,0,0,100,51200,both
18,18,2023-08-04,5800,5852,5791,5837,924600,5837,66700,2277400,34.14,-,-,11800,55300,14,5800,5852,5791,5837,924600,5837,66700,2277400,34.14,0,0,11800,55300,both
