,日付,曜日,週,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残,終値差分,UP,終値前日比,始値終値差分,週日数
0,2023-11-02,3,43,5256,5257,5156,5162,1476800,5162,0,0,0,0,0,0,0,41,1,0.00788006919085143,94,4
1,2023-11-01,2,43,5188,5210,5161,5203,958300,5203,0,0,0,0,0,42600,37400,-92,0,-0.0180003913128546,-15,4
2,2023-10-31,1,43,5099,5117,5048,5111,846500,5111,0,0,0,0,0,27600,22400,-56,0,-0.0110781404549951,-12,4
3,2023-10-30,0,43,5063,5076,5023,5055,877800,5055,0,0,0,0,0,25600,21200,70,1,0.0136585365853659,8,4
4,2023-10-27,4,42,5083,5137,5051,5125,867500,5125,89600,738700,8.24,0,0,33500,27800,-96,0,-0.019089282163452,-42,5
5,2023-10-26,3,42,5051,5094,5011,5029,881500,5029,0,0,0,0,0,37200,30500,45,1,0.00886874260938116,22,5
6,2023-10-25,2,42,5110,5150,5066,5074,1123700,5074,0,0,0,0,0,59500,52400,52,1,0.0101443620756925,36,5
7,2023-10-24,1,42,5132,5144,5032,5126,739000,5126,0,0,0,0,0,66100,59000,-17,0,-0.00332746134272852,6,5
8,2023-10-23,0,42,5169,5174,5109,5109,660100,5109,0,0,0,0,0,30800,24300,60,1,0.0116076610562972,60,5
9,2023-10-20,4,41,5166,5193,5130,5169,645400,5169,80800,729700,9.03,0,0,35400,28900,-4,0,-0.000774443368828655,-3,5
10,2023-10-19,3,41,5150,5190,5137,5165,483600,5165,0,0,0,0,0,32700,25800,24,1,0.00462516862593949,-15,5
11,2023-10-18,2,41,5234,5257,5182,5189,660200,5189,0,0,0,0,0,33300,25100,18,1,0.00345688496255041,45,5
12,2023-10-17,1,41,5229,5242,5174,5207,746900,5207,0,0,0,0,0,33200,24800,-20,0,-0.00385579332947754,22,5
13,2023-10-16,0,41,5140,5193,5128,5187,818500,5187,0,0,0,0,0,32600,21500,-47,0,-0.00914396887159533,-47,5
14,2023-10-13,4,40,5165,5186,5121,5140,844800,5140,73200,727900,9.94,0,0,31100,27500,46,1,0.00887003470883147,25,4
15,2023-10-12,3,40,5134,5194,5125,5186,842400,5186,0,0,0,0,0,43000,33100,-107,0,-0.02106713920063,-52,4
16,2023-10-11,2,40,5074,5114,5032,5079,1014700,5079,0,0,0,0,0,29500,27400,7,1,0.00137632717263075,-5,4
