,日付,始値,高値,安値,終値,売買高,修正後終値
0,2023-08-23,4896,4959,4883,4959,880800,4959.0
1,2023-08-22,4889,4902,4848,4902,1008900,4902.0
2,2023-08-21,4861,4916,4846,4876,1702800,4876.0
3,2023-08-18,4748,4781,4736,4773,884600,4773.0
4,2023-08-17,4826,4831,4721,4778,1423200,4778.0
5,2023-08-16,4862,4862,4819,4827,890100,4827.0
6,2023-08-15,4949,4954,4879,4888,1054400,4888.0
7,2023-08-14,4845,4927,4800,4926,2176300,4926.0
8,2023-08-10,4836,4844,4816,4836,2078300,4836.0
9,2023-08-09,4844,4861,4814,4831,1523800,4831.0
10,2023-08-08,4882,4888,4845,4854,1403900,4854.0
11,2023-08-07,4847,4862,4824,4845,1433000,4845.0
12,2023-08-04,4895,4900,4843,4859,2719600,4859.0
13,2023-08-03,4910,5004,4888,4965,3058300,4965.0
14,2023-08-02,5134,5182,5113,5162,1421300,5162.0
15,2023-08-01,5110,5152,5101,5140,1118900,5140.0
16,2023-07-31,5100,5145,5089,5136,1281800,5136.0
17,2023-07-28,5052,5077,5011,5077,2632900,5077.0
18,2023-07-27,5071,5094,5046,5088,748900,5088.0
19,2023-07-26,5100,5114,5070,5098,842500,5098.0
20,2023-07-25,5054,5080,5044,5080,727800,5080.0
21,2023-07-24,5079,5084,5049,5060,899700,5060.0
22,2023-07-21,5031,5064,5007,5064,1166900,5064.0
23,2023-07-20,5022,5031,4990,4997,883900,4997.0
24,2023-07-19,4985,5002,4963,5002,932800,5002.0
