,日付,始値,高値,安値,終値,売買高,修正後終値
0,2023-08-23,2393.0,2411.0,2389.5,2410.5,15164600,2410.5
1,2023-08-22,2386.0,2420.0,2383.0,2416.5,18256500,2416.5
2,2023-08-21,2349.5,2376.0,2348.0,2356.5,14606100,2356.5
3,2023-08-18,2348.5,2368.0,2334.5,2349.0,20054000,2349.0
4,2023-08-17,2360.5,2379.0,2332.5,2377.0,18693200,2377.0
5,2023-08-16,2400.0,2412.5,2368.0,2370.5,22466200,2370.5
6,2023-08-15,2433.0,2438.0,2414.5,2419.0,12578800,2419.0
7,2023-08-14,2439.5,2459.5,2403.0,2408.0,17152200,2408.0
8,2023-08-10,2406.5,2432.5,2395.0,2429.0,19458600,2429.0
9,2023-08-09,2423.0,2427.0,2384.0,2395.5,19106300,2395.5
10,2023-08-08,2463.5,2476.0,2420.5,2423.5,22190700,2423.5
11,2023-08-07,2431.5,2457.0,2424.0,2444.0,19853700,2444.0
12,2023-08-04,2407.0,2456.5,2401.5,2437.5,30038200,2437.5
13,2023-08-03,2476.0,2477.0,2401.0,2407.5,44187800,2407.5
14,2023-08-02,2438.5,2549.0,2418.5,2502.5,78801100,2502.5
15,2023-08-01,2398.0,2464.0,2387.0,2445.5,68906000,2445.5
16,2023-07-31,2350.0,2386.0,2348.5,2386.0,44133500,2386.0
17,2023-07-28,2288.5,2327.0,2263.5,2310.0,37405600,2310.0
18,2023-07-27,2315.0,2329.0,2303.5,2320.5,18487400,2320.5
19,2023-07-26,2318.0,2326.0,2305.5,2322.0,19436200,2322.0
20,2023-07-25,2316.5,2344.5,2311.5,2344.5,23265300,2344.5
21,2023-07-24,2317.0,2333.0,2307.5,2324.0,23557600,2324.0
22,2023-07-21,2289.0,2301.0,2277.0,2287.5,20284200,2287.5
23,2023-07-20,2291.5,2311.0,2275.0,2287.0,21073000,2287.0
24,2023-07-19,2266.5,2291.0,2265.0,2291.0,22597800,2291.0
