,日付,始値,高値,安値,終値,売買高,修正後終値
0,2023-08-23,2444,2483,2434,2469,33800,2469.0
1,2023-08-22,2410,2471,2395,2453,100000,2453.0
2,2023-08-21,2397,2418,2369,2408,72000,2408.0
3,2023-08-18,2349,2370,2337,2359,68900,2359.0
4,2023-08-17,2424,2430,2353,2387,119300,2387.0
5,2023-08-16,2367,2421,2367,2403,58000,2403.0
6,2023-08-15,2353,2408,2348,2403,70900,2403.0
7,2023-08-14,2408,2429,2329,2345,128100,2345.0
8,2023-08-10,2441,2495,2393,2408,214600,2408.0
9,2023-08-09,2418,2473,2369,2427,418400,2427.0
10,2023-08-08,2225,2248,2201,2219,63300,2219.0
11,2023-08-07,2184,2223,2173,2223,55300,2223.0
12,2023-08-04,2197,2232,2189,2206,60600,2206.0
13,2023-08-03,2250,2250,2204,2212,64200,2212.0
14,2023-08-02,2237,2273,2235,2269,66800,2269.0
15,2023-08-01,2240,2256,2222,2250,64100,2250.0
16,2023-07-31,2236,2252,2221,2237,72700,2237.0
17,2023-07-28,2189,2211,2181,2210,79800,2210.0
18,2023-07-27,2156,2193,2114,2189,66800,2189.0
19,2023-07-26,2170,2170,2121,2154,76300,2154.0
20,2023-07-25,2160,2182,2155,2172,52900,2172.0
21,2023-07-24,2134,2151,2125,2148,52600,2148.0
22,2023-07-21,2097,2115,2086,2114,54800,2114.0
23,2023-07-20,2125,2125,2095,2102,30800,2102.0
24,2023-07-19,2111,2129,2100,2114,40700,2114.0
