,日付,信用売残,信用買残,信用倍率
0,2023-08-18,400,150300,375.75
1,2023-08-10,400,143800,359.5
2,2023-08-04,400,137000,342.5
3,2023-07-28,400,89700,224.25
4,2023-07-21,400,75600,189.0
5,2023-07-14,400,78900,197.25
6,2023-07-07,2000,73100,36.55
7,2023-06-30,1000,122100,122.1
8,2023-06-23,1000,101200,101.2
9,2023-06-16,1000,89100,89.1
10,2023-06-09,1000,81200,81.2
11,2023-06-02,1000,64500,64.5
12,2023-05-26,1000,121700,121.7
13,2023-05-19,1000,50500,50.5
14,2023-05-12,1000,48200,48.2
15,2023-04-28,1000,52100,52.1
16,2023-04-21,1000,106800,106.8
17,2023-04-14,1000,141900,141.9
18,2023-04-07,1000,81800,81.8
19,2023-03-31,1000,81900,81.9
20,2023-03-24,1000,83900,83.9
21,2023-03-17,1000,91400,91.4
22,2023-03-10,1000,99800,99.8
23,2023-03-03,1000,98800,98.8
24,2023-02-24,1000,98300,98.3
