,日付,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残
0,2023-09-22,2813.5,2846.5,2790,2828.5,388000,2828.5,0,0,0,0,0,0,0
1,2023-09-21,2920,2934,2860,2863.5,397800,2863.5,0,0,0,0,0,3500,47500
2,2023-09-20,3027,3028,2923,2924,479800,2924,0,0,0,0,0,3500,39000
3,2023-09-19,2985,3032,2978.5,3031,377600,3031,0,0,0,0,0,3500,27900
4,2023-09-15,2965.5,3005,2948.5,2997.5,400300,2997.5,45500,397200,8.73,0,0,3500,33400
5,2023-09-14,2913.5,2937,2897,2934,305000,2934,0,0,0,0,0,3500,33500
6,2023-09-13,2949.5,2949.5,2901,2904,336500,2904,0,0,0,0,0,7500,42300
7,2023-09-12,2942.5,2942.5,2912,2939.5,313300,2939.5,0,0,0,0,0,7500,32700
8,2023-09-11,2955,2964,2911.5,2925.5,315800,2925.5,0,0,0,0,0,7500,64300
9,2023-09-08,2949.5,3000,2947,2961,419800,2961,60100,367500,6.11,0,0,7500,40200
10,2023-09-07,2990,3010,2973.5,2975,411600,2975,0,0,0,0,0,2100,30600
11,2023-09-06,3030,3040,2998,3012,283700,3012,0,0,0,0,0,600,11600
12,2023-09-05,3060,3069,3011,3036,345100,3036,0,0,0,0,0,600,12700
13,2023-09-04,3023,3055,2981,3054,390100,3054,0,0,0,0,0,600,12600
14,2023-09-01,2950.5,3014,2946.5,2993.5,292500,2993.5,56000,293100,5.23,0,0,200,12700
15,2023-08-31,2951.5,2964.5,2935.5,2950,288500,2950,0,0,0,0,0,600,14000
16,2023-08-30,2926,2967.5,2896.5,2942,462900,2942,0,0,0,0,0,600,18100
17,2023-08-29,2945,2946,2917,2917,231900,2917,0,0,0,0,0,600,18300
18,2023-08-28,2892.5,2924,2885.5,2924,240600,2924,0,0,0,0,0,600,17300
19,2023-08-25,2867.5,2891,2856,2880.5,236700,2880.5,34400,379600,11.03,0,0,600,28700
20,2023-08-24,2918.5,2918.5,2897,2906,197100,2906,0,0,0,0,0,200,13200
21,2023-08-23,2873.5,2923,2867.5,2923,290800,2923,0,0,0,0,0,200,12200
22,2023-08-22,2884,2893,2860.5,2880,218100,2880,0,0,0,0,0,0,0
23,2023-08-21,2888.5,2890.5,2845,2877.5,251500,2877.5,0,0,0,0,0,0,0
24,2023-08-18,2854.5,2895,2854.5,2868,281000,2868,33700,348600,10.34,0,0,0,0
25,2023-08-10,0,0,0,0,0,0,42300,306700,7.25,0,0,0,0
26,2023-08-04,0,0,0,0,0,0,38000,408100,10.74,0,0,0,0
27,2023-07-28,0,0,0,0,0,0,41900,398600,9.51,0,0,0,0
28,2023-07-21,0,0,0,0,0,0,56800,390800,6.88,0,0,0,0
29,2023-07-14,0,0,0,0,0,0,56800,383600,6.75,0,0,0,0
30,2023-07-07,0,0,0,0,0,0,59900,366000,6.11,0,0,0,0
31,2023-06-30,0,0,0,0,0,0,65600,306700,4.68,0,0,0,0
32,2023-06-23,0,0,0,0,0,0,79000,320300,4.05,0,0,0,0
33,2023-06-16,0,0,0,0,0,0,67300,303000,4.5,0,0,0,0
34,2023-06-09,0,0,0,0,0,0,99100,333600,3.37,0,0,0,0
35,2023-06-02,0,0,0,0,0,0,77300,316300,4.09,0,0,0,0
36,2023-05-26,0,0,0,0,0,0,60100,375700,6.25,0,0,0,0
37,2023-05-19,0,0,0,0,0,0,63500,481800,7.59,0,0,0,0
38,2023-05-12,0,0,0,0,0,0,55400,617200,11.14,0,0,0,0
39,2023-04-28,0,0,0,0,0,0,54900,647700,11.8,0,0,0,0
40,2023-04-21,0,0,0,0,0,0,57500,646900,11.25,0,0,0,0
41,2023-04-14,0,0,0,0,0,0,55500,671200,12.09,0,0,0,0
42,2023-04-07,0,0,0,0,0,0,61700,683600,11.08,0,0,0,0
43,2023-03-31,0,0,0,0,0,0,58000,666600,11.49,0,0,0,0
44,2022-10-28,0,0,0,0,0,0,130800,1020700,7.8,0,0,0,0
