,日付,曜日,週,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残,終値差分,UP,終値前日比,始値終値差分
23,2023-09-29,4,38,1211,1221,1182,1187,608900,1187,1553900,892000,0.57,0.05,1,932200,134600,23,1,0.0190082644628099,24
24,2023-09-28,3,38,1237,1247,1202,1210,475900,1210,0,0,0,0.75,1,960900,130100,49,1,0.0389197776012709,27
25,2023-09-27,2,38,1229,1260,1218,1259,547800,1259,0,0,0,1.8,3,1010100,137600,-11,0,-0.00881410256410256,-30
26,2023-09-26,1,38,1306,1318,1248,1248,455200,1248,0,0,0,0.05,1,942200,144200,61,1,0.0466004583651643,58
27,2023-09-25,0,38,1295,1337,1292,1309,324300,1309,0,0,0,0.05,1,896400,133000,-8,0,-0.00614911606456572,-14
28,2023-09-22,4,37,1306,1325,1291,1301,485300,1301,1452600,840500,0.58,0.05,1,878300,134000,34,1,0.0254681647940075,5
29,2023-09-21,3,37,1352,1372,1325,1335,317000,1335,0,0,0,0.05,1,886100,134800,38,1,0.0276766205389658,17
30,2023-09-20,2,37,1379,1399,1354,1373,325300,1373,0,0,0,0.15,3,902600,114000,7,1,0.00507246376811594,6
31,2023-09-19,1,37,1348,1382,1332,1380,377000,1380,0,0,0,0.05,1,914000,119000,-2,0,-0.00145137880986938,-32
32,2023-09-15,4,36,1385,1389,1354,1378,514100,1378,1452400,826900,0.57,0.05,1,891300,108100,17,1,0.0121863799283154,7
33,2023-09-14,3,36,1461,1475,1395,1395,622100,1395,0,0,0,0.05,1,880500,122400,62,1,0.0425531914893617,66
34,2023-09-13,2,36,1426,1467,1415,1457,408900,1457,0,0,0,0.2,4,896500,107900,-27,0,-0.0188811188811189,-31
35,2023-09-12,1,36,1393,1434,1376,1430,487000,1430,0,0,0,0.05,1,904200,116700,-30,0,-0.0214285714285714,-37
36,2023-09-11,0,36,1404,1414,1382,1400,520500,1400,0,0,0,0.05,1,949300,113300,28,1,0.0196078431372549,4
