,日付,曜日,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残
0,2023-10-17,1,561.3,562.6,543.4,549.2,13020300,549.2,0,0,0,0,0,0,0
1,2023-10-16,0,565.1,565.5,550.1,555.5,9414000,555.5,0,0,0,0,0,207900,380400
2,2023-10-13,4,574.1,579.9,564.5,565.6,13063400,565.6,4385400,13073100,2.98,0,0,239200,340200
3,2023-10-12,3,589,593.9,580.6,582.8,13100200,582.8,0,0,0,0,0,235600,500100
4,2023-10-11,2,582.3,591.4,575,583.9,13388200,583.9,0,0,0,0,0,263000,528200
5,2023-10-10,1,571.6,581.2,559.8,577.3,19349700,577.3,0,0,0,0,0,277700,542300
6,2023-10-06,4,580,583.9,565.7,572.2,15946000,572.2,4454700,12022700,2.7,0,0,296700,517400
7,2023-10-05,3,599.9,600.5,577.6,585.2,17523100,585.2,0,0,0,0,0,301600,499900
8,2023-10-04,2,611.7,612,578.4,579.9,23481100,579.9,0,0,0,0,0,285800,434000
9,2023-10-03,1,655.9,655.9,623.5,625,17910600,625,0,0,0,0,0,350900,589800
10,2023-10-02,0,664.3,678.3,658.3,658.3,17087600,658.3,0,0,0,0,1,695500,329800
11,2023-09-29,4,672.3,676,648.6,651.4,19663100,651.4,5627300,8831300,1.57,0,1,549700,400000
12,2023-09-28,3,652,681,650.1,669.9,26909900,669.9,0,0,0,0,1,716800,292400
13,2023-09-27,2,652,652,632.7,649.3,15115900,649.3,0,0,0,0,0,392300,374300
14,2023-09-26,1,651.5,657.8,641,654.8,17276900,654.8,0,0,0,0,1,385400,269700
15,2023-09-25,0,652,662,645.4,661.5,11495000,661.5,0,0,0,0,1,585500,285500
16,2023-09-22,4,643.7,651.8,627.4,645,13837900,645,5605700,9915200,1.77,0,0,421000,355800
17,2023-09-21,3,647.9,664,647.6,651.8,14173800,651.8,0,0,0,0,1,661100,157400
18,2023-09-20,2,650,654.6,641.4,645.9,16994200,645.9,0,0,0,0,3,537700,395100
19,2023-09-19,1,623.5,662.6,623.1,662.6,18717900,662.6,0,0,0,0,1,1275900,188700
20,2023-09-15,4,618.1,635.5,618,626.1,19436600,626.1,5785800,8796700,1.52,0,0,662400,165100
21,2023-09-14,3,595.8,615,595.3,615,14761800,615,0,0,0,0,1,596800,226400
22,2023-09-13,2,596.7,597.7,591.1,594.2,7609500,594.2,0,0,0,0,0,418300,412200
23,2023-09-12,1,579,594.6,578.5,594.1,11173500,594.1,0,0,0,0,0,385600,380900
24,2023-09-11,0,580.7,580.7,571,575.7,8121200,575.7,0,0,0,0,0,345500,429400
25,2023-09-08,4,581.7,588.3,577.9,580.1,10630600,580.1,5226400,11346000,2.17,0,0,359300,544900
26,2023-09-07,3,588,595.8,584.8,588.4,9492800,588.4,0,0,0,0,0,381300,378900
27,2023-09-06,2,577.5,592.6,576.1,589.6,13074000,589.6,0,0,0,0,0,386800,377500
28,2023-09-05,1,577.8,577.9,567.1,573.9,7795600,573.9,0,0,0,0,0,380600,386800
29,2023-09-04,0,568.7,576.1,567.9,576.1,9055300,576.1,0,0,0,0,0,412000,402000
30,2023-09-01,4,569.6,569.7,563,565,10392800,565,5145000,12153900,2.36,0,0,379800,366000
31,2023-08-31,3,565.5,573.7,563.3,572.7,10106400,572.7,0,0,0,0,0,423800,417500
32,2023-08-30,2,567,567.6,562.3,564.3,9319200,564.3,0,0,0,0,0,382600,378600
33,2023-08-29,1,564.1,565,558.8,559.3,7672000,559.3,0,0,0,0,0,377000,513600
34,2023-08-28,0,560.1,566.3,557.3,561.7,7185900,561.7,0,0,0,0,0,369900,365100
35,2023-08-25,4,548.2,554.2,545.5,552.3,5407100,552.3,5091600,13098700,2.57,0,0,370500,362500
36,2023-08-24,3,552.7,553.4,544.5,551,8435800,551,0,0,0,0,0,370700,485400
37,2023-08-23,2,551,561.5,548.3,557.5,8258200,557.5,0,0,0,0,0,398700,389700
38,2023-08-22,1,559.2,559.8,551.3,557.1,8854900,557.1,0,0,0,0,0,398800,390900
39,2023-08-21,0,557.4,560.8,550.1,551.9,8011600,551.9,0,0,0,0,0,370200,358200
40,2023-08-18,4,550.9,560.5,550.1,557.4,9996700,557.4,5205300,12709700,2.44,0,0,381200,393000
41,2023-08-17,3,561.5,562,544.2,558.7,11180500,558.7,0,0,0,0,0,362000,389700
42,2023-08-16,2,560,560.9,550.3,551.5,10284800,551.5,0,0,0,0,0,344200,552000
43,2023-08-15,1,574.5,574.7,565.2,566.1,7013000,566.1,0,0,0,0,0,354600,354700
44,2023-08-14,0,574.9,575.9,564.7,565.9,9843900,565.9,0,0,0,0,0,347500,504900
45,2023-08-10,3,568.4,577.7,567,574.2,7344200,574.2,5728300,11788500,2.06,0,0,339400,341300
46,2023-08-09,2,571.4,573.9,565.2,572.4,7985900,572.4,0,0,0,0,0,342700,344600
47,2023-08-08,1,575.4,587.9,574.6,576.3,12767000,576.3,0,0,0,0,0,343300,343900
48,2023-08-07,0,570,570.7,561.6,568,11980800,568,0,0,0,0,0,346200,567800
49,2023-08-04,4,567.8,578.5,566.1,577,9342200,577,5800200,11926200,2.06,0,0,369000,358600
50,2023-08-03,3,574.9,575.9,567,572,11973500,572,0,0,0,0,0,357500,469200
