,日付,曜日,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残
0,2023-10-17,1,209,211,207,208,39300,208,0,0,0,0,0,0,0
1,2023-10-16,0,207,213,204,208,102700,208,0,0,0,0,0,0,0
2,2023-10-13,4,214,216,209,212,131300,212,400,119200,298,0,0,0,0
3,2023-10-12,3,224,224,214,215,179700,215,0,0,0,0,0,0,0
4,2023-10-11,2,233,243,209,219,513300,219,0,0,0,0,0,0,0
5,2023-10-10,1,227,232,221,232,129800,232,0,0,0,0,0,0,0
6,2023-10-06,4,218,226,217,224,63200,224,400,68300,170.75,0,0,0,0
7,2023-10-05,3,217,218,213,217,37500,217,0,0,0,0,0,0,0
8,2023-10-04,2,219,219,212,213,62600,213,0,0,0,0,0,0,0
9,2023-10-03,1,224,234,220,224,142400,224,0,0,0,0,0,0,0
10,2023-10-02,0,230,238,222,222,93900,222,0,0,0,0,0,0,0
11,2023-09-29,4,238,241,228,228,111000,228,400,71900,179.75,0,0,0,0
12,2023-09-28,3,238,243,234,237,82600,237,0,0,0,0,0,0,0
13,2023-09-27,2,236,251,234,238,283300,238,0,0,0,0,0,0,0
14,2023-09-26,1,236,280,235,239,974200,239,0,0,0,0,0,0,0
15,2023-09-25,0,232,242,232,236,74700,236,0,0,0,0,0,0,0
16,2023-09-22,4,225,237,225,232,117500,232,400,56900,142.25,0,0,0,0
17,2023-09-21,3,222,231,219,228,295800,228,0,0,0,0,0,0,0
18,2023-09-20,2,222,224,219,222,39200,222,0,0,0,0,0,0,0
19,2023-09-19,1,228,229,222,224,65500,224,0,0,0,0,0,0,0
20,2023-09-15,4,231,231,222,227,70400,227,400,71200,178,0,0,0,0
21,2023-09-14,3,224,229,224,229,34900,229,0,0,0,0,0,0,0
22,2023-09-13,2,232,232,222,222,58700,222,0,0,0,0,0,0,0
23,2023-09-12,1,234,234,224,230,180500,230,0,0,0,0,0,0,0
24,2023-09-11,0,224,239,222,234,215800,234,0,0,0,0,0,0,0
25,2023-09-08,4,227,229,208,220,84100,220,400,113600,284,0,0,0,0
26,2023-09-07,3,221,233,221,228,127400,228,0,0,0,0,0,0,0
27,2023-09-06,2,225,225,221,223,71300,223,0,0,0,0,0,0,0
28,2023-09-05,1,227,229,215,225,146000,225,0,0,0,0,0,0,0
29,2023-09-04,0,215,216,212,213,46200,213,0,0,0,0,0,0,0
30,2023-09-01,4,213,215,211,213,45000,213,400,143400,358.5,0,0,0,0
31,2023-08-31,3,208,213,208,213,49700,213,0,0,0,0,0,0,0
32,2023-08-30,2,211,212,209,209,31800,209,0,0,0,0,0,0,0
33,2023-08-29,1,209,213,207,210,63800,210,0,0,0,0,0,0,0
34,2023-08-28,0,204,208,204,205,18600,205,0,0,0,0,0,0,0
35,2023-08-25,4,206,211,203,204,92800,204,400,147400,368.5,0,0,0,0
36,2023-08-24,3,214,214,207,207,87700,207,0,0,0,0,0,0,0
37,2023-08-23,2,214,215,210,211,34000,211,0,0,0,0,0,0,0
38,2023-08-22,1,211,214,209,211,16600,211,0,0,0,0,0,0,0
39,2023-08-21,0,207,216,207,211,74000,211,0,0,0,0,0,0,0
40,2023-08-18,4,205,212,205,207,36600,207,400,150300,375.75,0,0,0,0
41,2023-08-17,3,207,212,205,209,47100,209,0,0,0,0,0,0,0
42,2023-08-16,2,210,211,207,211,35900,211,0,0,0,0,0,0,0
43,2023-08-15,1,213,213,207,212,55700,212,0,0,0,0,0,0,0
44,2023-08-14,0,215,220,210,213,65400,213,0,0,0,0,0,0,0
45,2023-08-10,3,208,214,205,212,60200,212,400,143800,359.5,0,0,0,0
46,2023-08-09,2,201,210,201,208,58400,208,0,0,0,0,0,0,0
47,2023-08-08,1,204,205,201,201,39600,201,0,0,0,0,0,0,0
48,2023-08-07,0,210,210,202,204,68600,204,0,0,0,0,0,0,0
49,2023-08-04,4,206,209,202,209,124300,209,400,137000,342.5,0,0,0,0
50,2023-08-03,3,211,211,206,207,85100,207,0,0,0,0,0,0,0
51,2023-08-02,2,216,217,212,212,82600,212,0,0,0,0,0,0,0
52,2023-08-01,1,217,221,214,218,66100,218,0,0,0,0,0,0,0
53,2023-07-31,0,222,230,215,216,190600,216,0,0,0,0,0,0,0
54,2023-07-28,4,224,225,214,215,150300,215,400,89700,224.25,0,0,0,0
55,2023-07-27,3,221,226,221,224,78100,224,0,0,0,0,0,0,0
56,2023-07-26,2,233,234,222,222,129400,222,0,0,0,0,0,0,0
57,2023-07-25,1,234,235,231,233,84700,233,0,0,0,0,0,0,0
58,2023-07-24,0,248,249,232,235,220600,235,0,0,0,0,0,0,0
59,2023-07-21,4,234,249,232,246,556300,246,400,75600,189,0,0,0,0
60,2023-07-20,3,239,240,230,230,151000,230,0,0,0,0,0,0,0
61,2023-07-19,2,237,241,231,238,210000,238,0,0,0,0,0,0,0
62,2023-07-18,1,227,239,220,231,234200,231,0,0,0,0,0,0,0
63,2023-07-14,4,219,230,219,224,222100,224,400,78900,197.25,0,0,0,0
64,2023-07-13,3,224,232,216,221,331900,221,0,0,0,0,0,0,0
65,2023-07-12,2,245,252,223,224,900900,224,0,0,0,0,0,0,0
66,2023-07-11,1,249,298,235,253,2910900,253,0,0,0,0,0,0,0
67,2023-07-10,0,220,247,216,233,964000,233,0,0,0,0,0,0,0
68,2023-07-07,4,215,225,209,212,425900,212,2000,73100,36.55,0,0,0,0
69,2023-07-06,3,204,225,201,224,518200,224,0,0,0,0,0,0,0
70,2023-07-05,2,206,206,199,202,129100,202,0,0,0,0,0,0,0
71,2023-07-04,1,193,205,193,204,171600,204,0,0,0,0,0,0,0
72,2023-07-03,0,190,197,190,195,65400,195,0,0,0,0,0,0,0
73,2023-06-30,4,189,190,186,190,58100,190,1000,122100,122.1,0,0,0,0
74,2023-06-29,3,192,192,189,190,36100,190,0,0,0,0,0,0,0
75,2023-06-28,2,187,192,187,191,51600,191,0,0,0,0,0,0,0
76,2023-06-27,1,192,193,185,188,198700,188,0,0,0,0,0,0,0
77,2023-06-26,0,202,214,192,192,371800,192,0,0,0,0,0,0,0
78,2023-06-23,4,197,208,195,199,296300,199,1000,101200,101.2,0,0,0,0
79,2023-06-22,3,196,198,191,192,95600,192,0,0,0,0,0,0,0
80,2023-06-21,2,197,199,195,199,52100,199,0,0,0,0,0,0,0
81,2023-06-20,1,193,196,193,195,52800,195,0,0,0,0,0,0,0
82,2023-06-19,0,196,196,193,195,62100,195,0,0,0,0,0,0,0
83,2023-06-16,4,188,195,188,193,134400,193,1000,89100,89.1,0,0,0,0
84,2023-06-15,3,189,189,185,187,131700,187,0,0,0,0,0,0,0
85,2023-06-14,2,196,196,189,189,154600,189,0,0,0,0,0,0,0
86,2023-06-13,1,205,220,194,195,544700,195,0,0,0,0,0,0,0
87,2023-06-12,0,198,199,193,198,89700,198,0,0,0,0,0,0,0
88,2023-06-09,4,205,205,197,198,146300,198,1000,81200,81.2,0,0,0,0
89,2023-06-08,3,205,209,203,203,50000,203,0,0,0,0,0,0,0
90,2023-06-07,2,204,211,203,207,96700,207,0,0,0,0,0,0,0
91,2023-06-06,1,206,207,202,202,86500,202,0,0,0,0,0,0,0
92,2023-06-05,0,207,210,206,206,112400,206,0,0,0,0,0,0,0
93,2023-06-02,4,202,205,201,203,77900,203,1000,64500,64.5,0,0,0,0
94,2023-06-01,3,206,206,202,202,125300,202,0,0,0,0,0,0,0
95,2023-05-31,2,204,210,201,205,236200,205,0,0,0,0,0,0,0
96,2023-05-30,1,226,253,200,207,1514000,207,0,0,0,0,0,0,0
97,2023-05-29,0,212,220,208,218,183600,218,0,0,0,0,0,0,0
98,2023-05-26,4,206,213,201,208,182700,208,1000,121700,121.7,0,0,0,0
99,2023-05-25,3,206,208,201,204,193700,204,0,0,0,0,0,0,0
100,2023-05-24,2,217,222,207,207,378400,207,0,0,0,0,0,0,0
101,2023-05-23,1,236,237,212,212,558300,212,0,0,0,0,0,0,0
102,2023-05-22,0,247,253,236,238,149700,238,0,0,0,0,0,0,0
103,2023-05-19,4,264,264,244,245,231000,245,1000,50500,50.5,0,0,0,0
104,2023-05-18,3,300,300,254,264,485100,264,0,0,0,0,0,0,0
105,2023-05-17,2,262,293,255,288,593400,288,0,0,0,0,0,0,0
106,2023-05-16,1,246,261,245,260,169100,260,0,0,0,0,0,0,0
107,2023-05-15,0,254,270,244,254,232100,254,0,0,0,0,0,0,0
108,2023-05-12,4,267,282,245,254,397000,254,1000,48200,48.2,0,0,0,0
109,2023-05-11,3,267,277,266,267,170900,267,0,0,0,0,0,0,0
110,2023-05-10,2,300,302,266,274,398800,274,0,0,0,0,0,0,0
111,2023-05-09,1,294,325,286,288,645500,288,0,0,0,0,0,0,0
112,2023-05-08,0,305,328,283,290,1075100,290,0,0,0,0,0,0,0
113,2023-05-02,1,360,399,320,329,3112000,329,0,0,0,0,0,0,0
114,2023-05-01,0,265,320,265,320,2210100,320,0,0,0,0,0,0,0
115,2023-04-28,4,221,283,221,240,3174700,240,1000,52100,52.1,0,0,0,0
116,2023-04-27,3,176,213,167,213,3047400,213,0,0,0,0,0,0,0
117,2023-04-26,2,154,201,153,163,2090600,163,0,0,0,0,0,0,0
118,2023-04-25,1,148,155,148,154,132000,154,0,0,0,0,0,0,0
119,2023-04-24,0,154,154,147,147,135100,147,0,0,0,0,0,0,0
